Component,Target,rho,p,n
Quality & Reliability,cites,0.1675416710458197,6.5830215666943e-14,1976
Quality & Reliability,TNCSI,0.1288754649794474,8.968516835075516e-09,1976
Quality & Reliability,TNCSI_SP,0.1517834250030592,1.1838345911852318e-11,1976
Quality & Reliability,Ref_num,0.05701636893322863,0.011245928641782161,1976
Quality & Reliability,RQM,0.07406396055879946,0.0009850925971996297,1976
Quality & Reliability,SMP,-0.06652097478622725,0.003092293890561423,1976
Quality & Reliability,ARQ,0.07173552582542894,0.0014183177476088866,1976
Quality & Reliability,OA,0.1328296308463202,3.0829945437730234e-09,1976
Quality & Reliability,is_practical,0.2250841154753832,4.0911695893826454e-24,1976
Quality & Reliability,new_task,0.0328491431277935,0.14437603006768596,1976
Quality & Reliability,new_dataset,0.06201533291462685,0.005822216096346478,1976
Quality & Reliability,SOTA,0.19892792350451347,4.39505206218693e-19,1976
Quality & Reliability,is_broad,-0.021272675912152053,0.3445944093507013,1976
Accessibility & Understandability,cites,0.2692587943586227,3.6305582746777178e-34,1976
Accessibility & Understandability,TNCSI,0.18817602758509688,3.3117405992752583e-17,1976
Accessibility & Understandability,TNCSI_SP,0.19900192218788681,4.2624963574167424e-19,1976
Accessibility & Understandability,Ref_num,0.14529382006914912,8.640386132363331e-11,1976
Accessibility & Understandability,RQM,0.16985533962517113,2.939330522044545e-14,1976
Accessibility & Understandability,SMP,-0.15012882006311093,1.981448056019203e-11,1976
Accessibility & Understandability,ARQ,0.11257754271776498,5.245414480062578e-07,1976
Accessibility & Understandability,OA,0.11823821844965453,1.3559003822558337e-07,1976
Accessibility & Understandability,is_practical,0.08147829888618163,0.0002882590933637766,1976
Accessibility & Understandability,new_task,0.06589934566611057,0.003381941371453945,1976
Accessibility & Understandability,new_dataset,0.02382901907250895,0.28972144448781356,1976
Accessibility & Understandability,SOTA,0.2282373278569562,9.120444104970478e-25,1976
Accessibility & Understandability,is_broad,0.019893518763591207,0.3767831342674107,1976
Novelty & Engagement,cites,0.13595961191425068,1.2944962847510597e-09,1976
Novelty & Engagement,TNCSI,0.08718971556945253,0.0001041493431437767,1976
Novelty & Engagement,TNCSI_SP,0.0944689772535375,2.5980630582580867e-05,1976
Novelty & Engagement,Ref_num,0.28899780119052265,2.5495147615090747e-39,1976
Novelty & Engagement,RQM,-0.013236880264995372,0.5564905672046869,1976
Novelty & Engagement,SMP,0.02678297559160468,0.23403740384386348,1976
Novelty & Engagement,ARQ,0.012555650460661417,0.576984123000216,1976
Novelty & Engagement,OA,0.007735264135625992,0.7311191178202081,1976
Novelty & Engagement,is_practical,-0.3000732894849016,2.1277885126124586e-42,1976
Novelty & Engagement,new_task,0.0003115004951773522,0.9889591241836776,1976
Novelty & Engagement,new_dataset,-0.1219735131758296,5.3616141188028e-08,1976
Novelty & Engagement,SOTA,0.11662647769487179,2.0060616048379326e-07,1976
Novelty & Engagement,is_broad,-0.02118853635136452,0.34650647402343915,1976
