Component,Target,rho,p,n
Quality & Reliability,score_mean,0.11503421176650286,1.5547999596162657e-06,1735
Quality & Reliability,score_weighted,0.11513286741164437,1.5228932333685912e-06,1735
Quality & Reliability,score_median,0.11872169969917895,7.080662029843615e-07,1735
Quality & Reliability,accept,0.12692225155117481,1.130509126731697e-07,1735
Quality & Reliability,cites,0.14668567664019252,8.315951041298323e-10,1735
Quality & Reliability,TNCSI,0.11695191118029317,1.0358818850837954e-06,1735
Quality & Reliability,TNCSI_SP,0.13593567777281096,1.3119779796821201e-08,1735
Accessibility & Understandability,score_mean,0.13295625044433013,2.7167522409229713e-08,1735
Accessibility & Understandability,score_weighted,0.1313330011722436,4.012277521115264e-08,1735
Accessibility & Understandability,score_median,0.13673551186205365,1.0761952537791945e-08,1735
Accessibility & Understandability,accept,0.09772300062866529,4.555835968113521e-05,1735
Accessibility & Understandability,cites,0.12172548911075105,3.665831596385032e-07,1735
Accessibility & Understandability,TNCSI,0.12152300056375784,3.834082931424277e-07,1735
Accessibility & Understandability,TNCSI_SP,0.11418479469581083,1.8573885378150037e-06,1735
Novelty & Engagement,score_mean,0.03925497058878965,0.10214302219135546,1735
Novelty & Engagement,score_weighted,0.03900945778306908,0.10430730264743097,1735
Novelty & Engagement,score_median,0.04104558627606721,0.08741881674425003,1735
Novelty & Engagement,accept,0.03487559641831147,0.1464794901336871,1735
Novelty & Engagement,cites,0.07680730958978525,0.001366168435595352,1735
Novelty & Engagement,TNCSI,0.06866430776555088,0.004217566660714028,1735
Novelty & Engagement,TNCSI_SP,0.06456156653341433,0.007143640277539372,1735
