Readability,Target,rho,p
n_sentences,cites,0.11268864863923113,4.38871263979076e-07
n_sentences,TNCSI,0.1231504072055457,3.3199095137368044e-08
n_sentences,TNCSI_SP,0.10381876641835228,3.2964766669093678e-06
n_sentences,Ref_num,0.10685954062449428,1.680855104163247e-06
n_sentences,RQM,0.06226972397516499,0.005351914800400855
n_sentences,SMP,0.03396621568199939,0.12898322275740726
n_sentences,ARQ,0.08824381894783377,7.794321918621843e-05
n_sentences,OA,0.05709399910657076,0.010674771950566788
n_sentences,is_practical,0.047398780414265325,0.034084265739416
n_sentences,new_task,0.04117560714658295,0.06568052407317053
n_sentences,new_dataset,0.03294024311803906,0.14095542205995415
n_sentences,SOTA,0.08973322288741097,5.879744272191761e-05
n_sentences,is_broad,-0.03907268575665343,0.08072047118816278
n_words,cites,0.12543524034353354,1.8341216566728468e-08
n_words,TNCSI,0.13354568387202476,2.0476294572900702e-09
n_words,TNCSI_SP,0.1249828854338062,2.0644978192851975e-08
n_words,Ref_num,0.1946418445452915,1.6182719855242906e-18
n_words,RQM,0.0586992264665612,0.008662991162000273
n_words,SMP,0.02079891261235024,0.35266009294045997
n_words,ARQ,0.07746961681190395,0.000526841357259251
n_words,OA,0.005671735064723145,0.7999377197304716
n_words,is_practical,-0.033613111007233715,0.13301121884142406
n_words,new_task,0.03732553311216101,0.0952425513382117
n_words,new_dataset,-0.0022892948038955,0.9185257864084584
n_words,SOTA,0.06882522512790795,0.002077562030088831
n_words,is_broad,-0.028373170745459364,0.2047867724964696
n_characters,cites,0.13661108858277193,8.631424515992725e-10
n_characters,TNCSI,0.13695492850304952,7.824836082027702e-10
n_characters,TNCSI_SP,0.1313380058283752,3.769109978659381e-09
n_characters,Ref_num,0.22654416912687164,1.1108325766969553e-24
n_characters,RQM,0.0596558297166484,0.007632000656534074
n_characters,SMP,0.005261867090677011,0.8141206502159857
n_characters,ARQ,0.07111392498836427,0.0014648619080395262
n_characters,OA,0.013328173921638427,0.5514700451046346
n_characters,is_practical,-0.06085737131815748,0.006493432128236977
n_characters,new_task,0.03766678938758968,0.09225263302079935
n_characters,new_dataset,-0.020115720989572445,0.36870280817393464
n_characters,SOTA,0.05955571826679614,0.007734493869812152
n_characters,is_broad,-0.013055817578625173,0.5596323559944378
n_syllables,cites,0.1278248736965778,9.749037750192273e-09
n_syllables,TNCSI,0.1312445778954799,3.86684719299414e-09
n_syllables,TNCSI_SP,0.12735077968482747,1.1061595035380957e-08
n_syllables,Ref_num,0.217435153368053,8.087563882096473e-23
n_syllables,RQM,0.04716690128232253,0.034970907882746545
n_syllables,SMP,0.021362631387594134,0.3397605115584992
n_syllables,ARQ,0.06386160449402994,0.004284835234680172
n_syllables,OA,0.006858939896502439,0.7592420899947283
n_syllables,is_practical,-0.06241738149567199,0.005243698041934157
n_syllables,new_task,0.03340253529145566,0.13545924542575405
n_syllables,new_dataset,-0.02036013680607379,0.36291203767421487
n_syllables,SOTA,0.049749380017649766,0.026128961060577164
n_syllables,is_broad,-0.014001345129226643,0.5315499573730946
n_polysyllables,cites,0.10684206142630037,1.6874644807726104e-06
n_polysyllables,TNCSI,0.10021602400582964,7.149827388602035e-06
n_polysyllables,TNCSI_SP,0.10981719288159811,8.576622602640366e-07
n_polysyllables,Ref_num,0.19990923648108763,1.8197616907259482e-19
n_polysyllables,RQM,0.005050927438127043,0.8214440532548419
n_polysyllables,SMP,0.03506910020472381,0.11701022470295072
n_polysyllables,ARQ,0.0187105000227724,0.4030988093687906
n_polysyllables,OA,0.014255604848232635,0.5241220273346636
n_polysyllables,is_practical,-0.07664316604002229,0.00060440121653997
n_polysyllables,new_task,0.04480849743031795,0.0451613095684583
n_polysyllables,new_dataset,-0.006153000026034104,0.7833682869451688
n_polysyllables,SOTA,0.023318927207612507,0.2973732274433022
n_polysyllables,is_broad,0.009832446872437565,0.6604107795422918
ARI,cites,0.01146026476741069,0.6085902662233842
ARI,TNCSI,-0.007635154337757523,0.732982715203635
ARI,TNCSI_SP,0.0015342234156659777,0.9453458006045473
ARI,Ref_num,0.11661212516342148,1.7104460882633158e-07
ARI,RQM,-0.014152811496985818,0.5271186130934904
ARI,SMP,-0.04694036777490129,0.035856037179535526
ARI,ARQ,-0.043479902521455005,0.051931951709890525
ARI,OA,-0.03756580831622427,0.09312942586451795
ARI,is_practical,-0.12724247786381793,1.1384685315539477e-08
ARI,new_task,-0.022016886735165105,0.3251733119595879
ARI,new_dataset,-0.07207508581312146,0.0012611853052331644
ARI,SOTA,-0.03401720412988442,0.1284094867396549
ARI,is_broad,0.03923134207932042,0.07949594691784262
SMOG,cites,-0.017603524628680808,0.43150120524936564
SMOG,TNCSI,-0.029663271182617294,0.18493501722364997
SMOG,TNCSI_SP,-0.008336833129707847,0.7095097304562565
SMOG,Ref_num,0.0732288622202645,0.0010512946857276011
SMOG,RQM,-0.051906228098348016,0.020294961358554423
SMOG,SMP,0.004752347339048229,0.8318366505587267
SMOG,ARQ,-0.06375080308946535,0.004352339317795506
SMOG,OA,-0.04370400433725662,0.05073374024531444
SMOG,is_practical,-0.11570964575151566,2.130263942513544e-07
SMOG,new_task,-0.006131613561031679,0.7841025798586378
SMOG,new_dataset,-0.03706614291706232,0.09756667971548338
SMOG,SOTA,-0.05082248800122692,0.023066606534575283
SMOG,is_broad,0.043200963615783364,0.053456320353935396
Flesch_Kincaid_Grade,cites,-0.009806677108999597,0.6612452510094046
Flesch_Kincaid_Grade,TNCSI,-0.024556857918436436,0.2724577415985808
Flesch_Kincaid_Grade,TNCSI_SP,-0.00929145238519259,0.678016283294909
Flesch_Kincaid_Grade,Ref_num,0.10190816328587098,4.986095752942398e-06
Flesch_Kincaid_Grade,RQM,-0.04248100868054805,0.0575641246642245
Flesch_Kincaid_Grade,SMP,-0.0115402619099524,0.6060907799255825
Flesch_Kincaid_Grade,ARQ,-0.06035711577340516,0.006947494621816332
Flesch_Kincaid_Grade,OA,-0.05046889626670346,0.024039339326790327
Flesch_Kincaid_Grade,is_practical,-0.12962348877203714,6.01219170444245e-09
Flesch_Kincaid_Grade,new_task,-0.0288460771532603,0.1973373278479709
Flesch_Kincaid_Grade,new_dataset,-0.0726522829875871,0.0011517759317685014
Flesch_Kincaid_Grade,SOTA,-0.05132351817724528,0.021746841960776652
Flesch_Kincaid_Grade,is_broad,0.04247085603682109,0.05762387641572774
Flesch_Reading_Ease,cites,0.001980419410119187,0.9294875447016218
Flesch_Reading_Ease,TNCSI,0.01446162441951961,0.5181426146683719
Flesch_Reading_Ease,TNCSI_SP,0.0024121843289385686,0.9141687103204369
Flesch_Reading_Ease,Ref_num,-0.11627653784139769,1.856261040418687e-07
Flesch_Reading_Ease,RQM,0.050133724842008974,0.02499401293986097
Flesch_Reading_Ease,SMP,-0.011835589557588545,0.5969033743831145
Flesch_Reading_Ease,ARQ,0.05713236443379596,0.01062221697049093
Flesch_Reading_Ease,OA,0.02787821713295877,0.21280017441337087
Flesch_Reading_Ease,is_practical,0.13475434435763553,1.4599253775092343e-09
Flesch_Reading_Ease,new_task,0.02792737691870539,0.2119942918609367
Flesch_Reading_Ease,new_dataset,0.07183219430750792,0.0013100300609338498
Flesch_Reading_Ease,SOTA,0.05612691094634428,0.012078140007522251
Flesch_Reading_Ease,is_broad,-0.04595382163649345,0.03993663429784055
Coleman_Liau,cites,0.05267840434551081,0.01850162593603999
Coleman_Liau,TNCSI,0.02941327240433405,0.1886664063927607
Coleman_Liau,TNCSI_SP,0.03137199873997218,0.16088078876794298
Coleman_Liau,Ref_num,0.14747583958283395,3.453588944868621e-11
Coleman_Liau,RQM,0.007594476724807424,0.7343514194508696
Coleman_Liau,SMP,-0.04977329354548029,0.02605706903733354
Coleman_Liau,ARQ,-0.016967161667988284,0.4483403069191637
Coleman_Liau,OA,0.012761089764240115,0.5685305722547098
Coleman_Liau,is_practical,-0.11764540434667721,1.3276773522954117e-07
Coleman_Liau,new_task,-0.012172084056358848,0.5865131883084056
Coleman_Liau,new_dataset,-0.06933275109300197,0.0019243004878146978
Coleman_Liau,SOTA,-0.014956061490325578,0.503937463773839
Coleman_Liau,is_broad,0.04304127990683607,0.05434565696292469
Gunning_Fog,cites,-0.016722821324390454,0.45490367748175686
Gunning_Fog,TNCSI,-0.030137574968428667,0.1780061771313337
Gunning_Fog,TNCSI_SP,-0.009468553183314372,0.6722329662790401
Gunning_Fog,Ref_num,0.07091725978087095,0.0015101019245506166
Gunning_Fog,RQM,-0.056244041100855825,0.011899891353412843
Gunning_Fog,SMP,0.006882925158600979,0.758426321306624
Gunning_Fog,ARQ,-0.06834524936868844,0.002232718827975304
Gunning_Fog,OA,-0.04706563044983825,0.035364270269020136
Gunning_Fog,is_practical,-0.11362837301984353,3.5119470154776315e-07
Gunning_Fog,new_task,-0.004889095356020571,0.8270731358516015
Gunning_Fog,new_dataset,-0.03477803037115099,0.12008199295909405
Gunning_Fog,SOTA,-0.05169887573496903,0.020801614021426083
Gunning_Fog,is_broad,0.0457121492879538,0.04099424510428516
