Component,Target,rho,p,n
Quality & Reliability,score_mean,0.12908232221634972,6.323063750279395e-08,1744
Quality & Reliability,score_weighted,0.1273974677376257,9.386124944563221e-08,1744
Quality & Reliability,score_median,0.11665134472929319,1.0358918070811806e-06,1744
Quality & Reliability,accept,0.10053644151840807,2.5972871075647273e-05,1744
Quality & Reliability,cites,0.03573931954540606,0.1357189899725517,1744
Quality & Reliability,TNCSI,0.03747199620476067,0.11774621670477747,1744
Quality & Reliability,TNCSI_SP,0.035363205483833496,0.1398865363586145,1744
Accessibility & Understandability,score_mean,-0.002406306524213875,0.9200121573212148,1744
Accessibility & Understandability,score_weighted,3.2168093442625675e-05,0.9989289074436585,1744
Accessibility & Understandability,score_median,-0.014824938330856716,0.5361155181837791,1744
Accessibility & Understandability,accept,0.011000613642936965,0.6461741166214953,1744
Accessibility & Understandability,cites,0.1385921015094153,6.184414380280633e-09,1744
Accessibility & Understandability,TNCSI,0.10710571376953147,7.375343849531124e-06,1744
Accessibility & Understandability,TNCSI_SP,0.10342398098049874,1.5072578524145614e-05,1744
Novelty & Engagement,score_mean,0.2032640787903355,1.0160730932539982e-17,1744
Novelty & Engagement,score_weighted,0.2023177130108369,1.4464940805189145e-17,1744
Novelty & Engagement,score_median,0.20105978914255423,2.3069279541721545e-17,1744
Novelty & Engagement,accept,0.17106183394217878,6.398956797611371e-13,1744
Novelty & Engagement,cites,0.24785950367766618,7.945938295984979e-26,1744
Novelty & Engagement,TNCSI,0.21041909949220663,6.646185859475581e-19,1744
Novelty & Engagement,TNCSI_SP,0.19586543155769456,1.5345562757463594e-16,1744
