Dataset,Split,Model,n,Component,Target,rho,p
naidv1,test,Llama-3.3,1222,Quality & Reliability,cites,-0.04689886925737254,0.1012813501418042
naidv1,test,Llama-3.3,1222,Quality & Reliability,TNCSI,-0.027930382514101723,0.3292841680853841
naidv1,test,Llama-3.3,1222,Quality & Reliability,TNCSI_SP,-0.027685109116227055,0.3335507831808986
naidv1,test,Llama-3.3,1222,Quality & Reliability,Ref_num,-0.08122373352186134,0.004495298604978097
naidv1,test,Llama-3.3,1222,Quality & Reliability,RQM,-0.06548187277798866,0.0220693598368684
naidv1,test,Llama-3.3,1222,Quality & Reliability,SMP,0.0008332608719442136,0.9767859582326183
naidv1,test,Llama-3.3,1222,Quality & Reliability,ARQ,-0.07185198595177611,0.011990778853915435
naidv1,test,Llama-3.3,1222,Quality & Reliability,OA,0.052186360228656845,0.06820342395164034
naidv1,test,Llama-3.3,1222,Quality & Reliability,is_practical,0.003062705383177707,0.9148254477373381
naidv1,test,Llama-3.3,1222,Quality & Reliability,new_task,0.06280397445966769,0.02813731741422578
naidv1,test,Llama-3.3,1222,Quality & Reliability,new_dataset,0.09562647154398961,0.0008166837810277681
naidv1,test,Llama-3.3,1222,Quality & Reliability,SOTA,-0.05453632381238679,0.05666317310580314
naidv1,test,Llama-3.3,1222,Quality & Reliability,is_broad,0.005718629868677103,0.8417121945522856
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,cites,0.020165571224176136,0.4812581607807018
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,TNCSI,0.034527345328840824,0.2277786142546664
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,TNCSI_SP,0.03126964217392214,0.27472545048619834
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,Ref_num,-0.09423648643623798,0.000973045316915253
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,RQM,0.07158037007490471,0.012318255909628768
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,SMP,-0.07315431463582259,0.010525344217787285
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,ARQ,0.025861082650832604,0.36639069791275547
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,OA,0.07177275542560706,0.012085498456993558
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,is_practical,0.3238159962821288,3.1610073652153947e-31
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,new_task,0.09826804311787189,0.0005817558339220646
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,new_dataset,0.15783229813279764,2.9142011045890002e-08
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,SOTA,0.09801321374752323,0.0006013233846936699
naidv1,test,Llama-3.3,1222,Accessibility & Understandability,is_broad,0.0323139584261477,0.25900687693817875
naidv1,test,Llama-3.3,1222,Novelty & Engagement,cites,0.1918720310922185,1.3482482058953711e-11
naidv1,test,Llama-3.3,1222,Novelty & Engagement,TNCSI,0.12962877211920598,5.467406860405631e-06
naidv1,test,Llama-3.3,1222,Novelty & Engagement,TNCSI_SP,0.16725454638368842,4.0476483075519345e-09
naidv1,test,Llama-3.3,1222,Novelty & Engagement,Ref_num,0.2963217120107561,3.438174749894743e-26
naidv1,test,Llama-3.3,1222,Novelty & Engagement,RQM,0.10429773939205118,0.0002600220028148266
naidv1,test,Llama-3.3,1222,Novelty & Engagement,SMP,-0.07178879138014582,0.012066274283961563
naidv1,test,Llama-3.3,1222,Novelty & Engagement,ARQ,0.08821448808590313,0.0020246857091600692
naidv1,test,Llama-3.3,1222,Novelty & Engagement,OA,0.10063363054538978,0.00042635582404743457
naidv1,test,Llama-3.3,1222,Novelty & Engagement,is_practical,-0.09491410779786265,0.0008936507379506254
naidv1,test,Llama-3.3,1222,Novelty & Engagement,new_task,0.02011588493260582,0.4823394891004026
naidv1,test,Llama-3.3,1222,Novelty & Engagement,new_dataset,-0.14260149007625958,5.573563872804638e-07
naidv1,test,Llama-3.3,1222,Novelty & Engagement,SOTA,0.2482110468063963,1.2966188609827047e-18
naidv1,test,Llama-3.3,1222,Novelty & Engagement,is_broad,-0.035707082618098435,0.21227395835341065
naidv2,train,GPT,1744,Quality & Reliability,score_mean,0.1441278939485872,1.482694462681013e-09
naidv2,train,GPT,1744,Quality & Reliability,score_weighted,0.14272431597766516,2.140867415145978e-09
naidv2,train,GPT,1744,Quality & Reliability,score_median,0.14297996303808683,2.0028433456431954e-09
naidv2,train,GPT,1744,Quality & Reliability,accept,0.1403494957278041,3.953659646465678e-09
naidv2,train,GPT,1744,Quality & Reliability,cites,0.12519114309012752,1.562535033483808e-07
naidv2,train,GPT,1744,Quality & Reliability,TNCSI,0.12495898301235842,1.647792169881541e-07
naidv2,train,GPT,1744,Quality & Reliability,TNCSI_SP,0.13503053675183196,1.5054443650830106e-08
naidv2,train,GPT,1744,Accessibility & Understandability,score_mean,-0.015358419624530344,0.5215458292329948
naidv2,train,GPT,1744,Accessibility & Understandability,score_weighted,-0.01248228472020159,0.6024210654591043
naidv2,train,GPT,1744,Accessibility & Understandability,score_median,-0.024708835685549574,0.3024053693553235
naidv2,train,GPT,1744,Accessibility & Understandability,accept,0.01417016544880818,0.5542732810598753
naidv2,train,GPT,1744,Accessibility & Understandability,cites,0.14595187933889497,9.14976624480731e-10
naidv2,train,GPT,1744,Accessibility & Understandability,TNCSI,0.10215690090501622,1.9171715368123232e-05
naidv2,train,GPT,1744,Accessibility & Understandability,TNCSI_SP,0.09560163299841708,6.368042154775487e-05
naidv2,train,GPT,1744,Novelty & Engagement,score_mean,0.21323988613701955,2.2061628880425847e-19
naidv2,train,GPT,1744,Novelty & Engagement,score_weighted,0.2110517185879302,5.197025283718156e-19
naidv2,train,GPT,1744,Novelty & Engagement,score_median,0.2117468995147186,3.962582112792049e-19
naidv2,train,GPT,1744,Novelty & Engagement,accept,0.18030693299126369,3.281558145911056e-14
naidv2,train,GPT,1744,Novelty & Engagement,cites,0.2551939874357425,2.4988150251792288e-27
naidv2,train,GPT,1744,Novelty & Engagement,TNCSI,0.22771092004898338,6.005330118196648e-22
naidv2,train,GPT,1744,Novelty & Engagement,TNCSI_SP,0.200831163811876,2.5103477849883406e-17
naidv2,train,Deepseek,1705,Quality & Reliability,score_mean,0.11685264257196666,1.3109818036705483e-06
naidv2,train,Deepseek,1705,Quality & Reliability,score_weighted,0.1166985844535299,1.353997897142713e-06
naidv2,train,Deepseek,1705,Quality & Reliability,score_median,0.11970786012581257,7.153693029716235e-07
naidv2,train,Deepseek,1705,Quality & Reliability,accept,0.08896723808507134,0.00023488102026007497
naidv2,train,Deepseek,1705,Quality & Reliability,cites,0.09541544172508679,7.947533351660636e-05
naidv2,train,Deepseek,1705,Quality & Reliability,TNCSI,0.09756645282413343,5.4519697821202174e-05
naidv2,train,Deepseek,1705,Quality & Reliability,TNCSI_SP,0.10250429854775711,2.2288218558326074e-05
naidv2,train,Deepseek,1705,Accessibility & Understandability,score_mean,0.08262187329825622,0.0006379818634792452
naidv2,train,Deepseek,1705,Accessibility & Understandability,score_weighted,0.08252406954475104,0.0006475485333494568
naidv2,train,Deepseek,1705,Accessibility & Understandability,score_median,0.0574821552273628,0.01760823462822178
naidv2,train,Deepseek,1705,Accessibility & Understandability,accept,0.06555935311317394,0.006769373273564573
naidv2,train,Deepseek,1705,Accessibility & Understandability,cites,0.18027926636153838,6.376982341513162e-14
naidv2,train,Deepseek,1705,Accessibility & Understandability,TNCSI,0.1385705997583594,9.173130369374644e-09
naidv2,train,Deepseek,1705,Accessibility & Understandability,TNCSI_SP,0.1297075578539137,7.674034208287088e-08
naidv2,train,Deepseek,1705,Novelty & Engagement,score_mean,0.13680224983269615,1.4169363586477985e-08
naidv2,train,Deepseek,1705,Novelty & Engagement,score_weighted,0.1341802610378525,2.672698645851785e-08
naidv2,train,Deepseek,1705,Novelty & Engagement,score_median,0.13430225302984322,2.5956335751206275e-08
naidv2,train,Deepseek,1705,Novelty & Engagement,accept,0.12297537272956438,3.5155914176903684e-07
naidv2,train,Deepseek,1705,Novelty & Engagement,cites,0.17515548991113022,3.251991717187507e-13
naidv2,train,Deepseek,1705,Novelty & Engagement,TNCSI,0.16968011343706585,1.7581928914605964e-12
naidv2,train,Deepseek,1705,Novelty & Engagement,TNCSI_SP,0.14882722100009516,6.606559656782602e-10
naidv2,train,Llama-3.1,1742,Quality & Reliability,score_mean,0.017315580126631827,0.470146634428416
naidv2,train,Llama-3.1,1742,Quality & Reliability,score_weighted,0.01715927102505562,0.4741643809022428
naidv2,train,Llama-3.1,1742,Quality & Reliability,score_median,0.01896830009032267,0.42883427405300967
naidv2,train,Llama-3.1,1742,Quality & Reliability,accept,0.0037412967394414233,0.8760015035001085
naidv2,train,Llama-3.1,1742,Quality & Reliability,cites,-0.05361984845612478,0.02522432373916859
naidv2,train,Llama-3.1,1742,Quality & Reliability,TNCSI,-0.03996043548192069,0.09545309884408393
naidv2,train,Llama-3.1,1742,Quality & Reliability,TNCSI_SP,-0.03853101852956637,0.10791793070943781
naidv2,train,Llama-3.1,1742,Accessibility & Understandability,score_mean,0.08239161812402022,0.0005770317954621404
naidv2,train,Llama-3.1,1742,Accessibility & Understandability,score_weighted,0.08049366956924647,0.0007720315303624746
naidv2,train,Llama-3.1,1742,Accessibility & Understandability,score_median,0.09188324197075061,0.00012286942329660806
naidv2,train,Llama-3.1,1742,Accessibility & Understandability,accept,0.03808954822939458,0.11201763022377334
naidv2,train,Llama-3.1,1742,Accessibility & Understandability,cites,0.04134449376569025,0.08450847744689548
naidv2,train,Llama-3.1,1742,Accessibility & Understandability,TNCSI,0.0400318462349654,0.09486193720459177
naidv2,train,Llama-3.1,1742,Accessibility & Understandability,TNCSI_SP,0.02838231148338424,0.23641761624862906
naidv2,train,Llama-3.1,1742,Novelty & Engagement,score_mean,0.06925867310055803,0.0038271702469517424
naidv2,train,Llama-3.1,1742,Novelty & Engagement,score_weighted,0.06836521131899044,0.004308161958344093
naidv2,train,Llama-3.1,1742,Novelty & Engagement,score_median,0.058441242735969366,0.014707096849053672
naidv2,train,Llama-3.1,1742,Novelty & Engagement,accept,0.050477065588355685,0.03515176539755061
naidv2,train,Llama-3.1,1742,Novelty & Engagement,cites,0.09734213177891674,4.7104764073637424e-05
naidv2,train,Llama-3.1,1742,Novelty & Engagement,TNCSI,0.10516857229836911,1.0900108092712543e-05
naidv2,train,Llama-3.1,1742,Novelty & Engagement,TNCSI_SP,0.07887809943561126,0.0009844678590384586
naidv2,train,Llama-3.3,1730,Quality & Reliability,score_mean,0.05353452457708334,0.02596978855146351
naidv2,train,Llama-3.3,1730,Quality & Reliability,score_weighted,0.052680277108188865,0.028445809725935002
naidv2,train,Llama-3.3,1730,Quality & Reliability,score_median,0.05541005887450381,0.02117831306962134
naidv2,train,Llama-3.3,1730,Quality & Reliability,accept,0.03278463534701006,0.1728822186677411
naidv2,train,Llama-3.3,1730,Quality & Reliability,cites,0.04678793598648278,0.051688119343610575
naidv2,train,Llama-3.3,1730,Quality & Reliability,TNCSI,0.04029809183135592,0.0938168620870993
naidv2,train,Llama-3.3,1730,Quality & Reliability,TNCSI_SP,0.03104433864954712,0.19683780367373946
naidv2,train,Llama-3.3,1730,Accessibility & Understandability,score_mean,0.030659238011098437,0.20245233041669594
naidv2,train,Llama-3.3,1730,Accessibility & Understandability,score_weighted,0.03186765149365074,0.18521817517841418
naidv2,train,Llama-3.3,1730,Accessibility & Understandability,score_median,0.027405250198519547,0.2545930503765636
naidv2,train,Llama-3.3,1730,Accessibility & Understandability,accept,0.025852314357823883,0.28251593001718023
naidv2,train,Llama-3.3,1730,Accessibility & Understandability,cites,0.05788026890370077,0.01605300919868218
naidv2,train,Llama-3.3,1730,Accessibility & Understandability,TNCSI,0.046559758951938514,0.052840407257429854
naidv2,train,Llama-3.3,1730,Accessibility & Understandability,TNCSI_SP,0.05049289282454942,0.03573006826065883
naidv2,train,Llama-3.3,1730,Novelty & Engagement,score_mean,0.11256477658651792,2.6860076618941207e-06
naidv2,train,Llama-3.3,1730,Novelty & Engagement,score_weighted,0.11223040351817481,2.876514581490937e-06
naidv2,train,Llama-3.3,1730,Novelty & Engagement,score_median,0.10454806713944732,1.3167779459582803e-05
naidv2,train,Llama-3.3,1730,Novelty & Engagement,accept,0.07857523694650505,0.0010720702863536787
naidv2,train,Llama-3.3,1730,Novelty & Engagement,cites,0.11754229011067735,9.465487765369592e-07
naidv2,train,Llama-3.3,1730,Novelty & Engagement,TNCSI,0.11376404103069572,2.09739493383655e-06
naidv2,train,Llama-3.3,1730,Novelty & Engagement,TNCSI_SP,0.07704747758435769,0.001340765285875496
naidv2,test,GPT,851,Quality & Reliability,score_mean,0.09423840114487189,0.005937781695058111
naidv2,test,GPT,851,Quality & Reliability,score_weighted,0.09363479670816949,0.006266552935417522
naidv2,test,GPT,851,Quality & Reliability,score_median,0.10665975565107706,0.0018345487424472988
naidv2,test,GPT,851,Quality & Reliability,accept,0.07786807167936409,0.023106385685885203
naidv2,test,GPT,851,Quality & Reliability,cites,-0.027183277370096907,0.42837890498485365
naidv2,test,GPT,851,Quality & Reliability,TNCSI,-0.03380648122366865,0.3246086328268535
naidv2,test,GPT,851,Quality & Reliability,TNCSI_SP,-0.005748434212922578,0.8670178175871531
naidv2,test,GPT,851,Accessibility & Understandability,score_mean,-0.04768641005838695,0.1645746132447202
naidv2,test,GPT,851,Accessibility & Understandability,score_weighted,-0.04825595784676545,0.15958506093083247
naidv2,test,GPT,851,Accessibility & Understandability,score_median,-0.04097985149266523,0.23239785803713728
naidv2,test,GPT,851,Accessibility & Understandability,accept,-0.06766549294085607,0.048462317834568544
naidv2,test,GPT,851,Accessibility & Understandability,cites,0.2111251063774438,4.967989011864555e-10
naidv2,test,GPT,851,Accessibility & Understandability,TNCSI,0.17005948567817028,6.036108424569253e-07
naidv2,test,GPT,851,Accessibility & Understandability,TNCSI_SP,0.1325481604928056,0.00010526580344784477
naidv2,test,GPT,851,Novelty & Engagement,score_mean,0.16060893247638844,2.489549021382333e-06
naidv2,test,GPT,851,Novelty & Engagement,score_weighted,0.160916342245209,2.380387065522809e-06
naidv2,test,GPT,851,Novelty & Engagement,score_median,0.13091271175877153,0.00012821967038322034
naidv2,test,GPT,851,Novelty & Engagement,accept,0.18564711809942727,4.891527236715609e-08
naidv2,test,GPT,851,Novelty & Engagement,cites,0.15243681138144252,7.952331880072934e-06
naidv2,test,GPT,851,Novelty & Engagement,TNCSI,0.1601782612065594,2.6505785136050665e-06
naidv2,test,GPT,851,Novelty & Engagement,TNCSI_SP,0.15656242403693993,4.457210991272697e-06
naidv2,test,Deepseek,842,Quality & Reliability,score_mean,0.07953615859456087,0.020990885434177126
naidv2,test,Deepseek,842,Quality & Reliability,score_weighted,0.08030890890038973,0.019772031794628827
naidv2,test,Deepseek,842,Quality & Reliability,score_median,0.0806504743433773,0.019253247776517837
naidv2,test,Deepseek,842,Quality & Reliability,accept,0.0831447440585297,0.01581200825269621
naidv2,test,Deepseek,842,Quality & Reliability,cites,-0.005125646983306993,0.8819386119918102
naidv2,test,Deepseek,842,Quality & Reliability,TNCSI,0.028560771505832663,0.40784476707469886
naidv2,test,Deepseek,842,Quality & Reliability,TNCSI_SP,0.0032903779231512895,0.9240478756623449
naidv2,test,Deepseek,842,Accessibility & Understandability,score_mean,0.04431686499346836,0.19890631302017264
naidv2,test,Deepseek,842,Accessibility & Understandability,score_weighted,0.04547485229789989,0.1874111882583916
naidv2,test,Deepseek,842,Accessibility & Understandability,score_median,0.03419059428799025,0.3217185830038303
naidv2,test,Deepseek,842,Accessibility & Understandability,accept,0.029277175616510095,0.3961804254497854
naidv2,test,Deepseek,842,Accessibility & Understandability,cites,0.27065703044994877,1.3311147526711891e-15
naidv2,test,Deepseek,842,Accessibility & Understandability,TNCSI,0.22053676235071087,9.821064662906804e-11
naidv2,test,Deepseek,842,Accessibility & Understandability,TNCSI_SP,0.17750395276049233,2.168927344080264e-07
naidv2,test,Deepseek,842,Novelty & Engagement,score_mean,0.09039660176595957,0.008676666152227015
naidv2,test,Deepseek,842,Novelty & Engagement,score_weighted,0.09052402491621514,0.008582475824228367
naidv2,test,Deepseek,842,Novelty & Engagement,score_median,0.06748574533126726,0.050280169429112155
naidv2,test,Deepseek,842,Novelty & Engagement,accept,0.136434073065296,7.137835541323875e-05
naidv2,test,Deepseek,842,Novelty & Engagement,cites,0.09779579757931586,0.004506277789117929
naidv2,test,Deepseek,842,Novelty & Engagement,TNCSI,0.11668977699614456,0.0006923751526982472
naidv2,test,Deepseek,842,Novelty & Engagement,TNCSI_SP,0.11029289750604666,0.001348634058871891
naidv2,test,Llama-3.1,851,Quality & Reliability,score_mean,-0.029026467252295688,0.39772519673333184
naidv2,test,Llama-3.1,851,Quality & Reliability,score_weighted,-0.02883778344418618,0.40080114758330243
naidv2,test,Llama-3.1,851,Quality & Reliability,score_median,-0.010662994878115334,0.7560959959759705
naidv2,test,Llama-3.1,851,Quality & Reliability,accept,0.014651898656000726,0.6695115702944542
naidv2,test,Llama-3.1,851,Quality & Reliability,cites,-0.09779601223757375,0.004296235104368481
naidv2,test,Llama-3.1,851,Quality & Reliability,TNCSI,-0.06511206792965749,0.0576083796679816
naidv2,test,Llama-3.1,851,Quality & Reliability,TNCSI_SP,-0.04674717909001443,0.17305759331577836
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_mean,0.04452506091308512,0.19441959276238838
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_weighted,0.04247686125353872,0.21576489624145778
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_median,0.04787304598050562,0.16292682322553134
naidv2,test,Llama-3.1,851,Accessibility & Understandability,accept,0.07764909063550386,0.023496529018470606
naidv2,test,Llama-3.1,851,Accessibility & Understandability,cites,-0.04171716260243042,0.22409558102455546
naidv2,test,Llama-3.1,851,Accessibility & Understandability,TNCSI,-0.024154269539304243,0.48162397548407654
naidv2,test,Llama-3.1,851,Accessibility & Understandability,TNCSI_SP,0.01076760010906957,0.7537801995362818
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_mean,0.009367271816340152,0.7849566156475
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_weighted,0.011720027976803007,0.7327989197706728
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_median,0.021044874197026425,0.5398204143851837
naidv2,test,Llama-3.1,851,Novelty & Engagement,accept,0.0624397827915031,0.06866970054205003
naidv2,test,Llama-3.1,851,Novelty & Engagement,cites,0.164486840022558,1.4054023492644378e-06
naidv2,test,Llama-3.1,851,Novelty & Engagement,TNCSI,0.16062175786933466,2.484900341970983e-06
naidv2,test,Llama-3.1,851,Novelty & Engagement,TNCSI_SP,0.1463059927925648,1.8288078882377388e-05
naidv2,test,Llama-3.3,845,Quality & Reliability,score_mean,-0.01788682614853903,0.6036059906669264
naidv2,test,Llama-3.3,845,Quality & Reliability,score_weighted,-0.017080166771014472,0.6200337053314429
naidv2,test,Llama-3.3,845,Quality & Reliability,score_median,0.005131610325970631,0.8815928121824226
naidv2,test,Llama-3.3,845,Quality & Reliability,accept,0.012762336312439565,0.711045149455431
naidv2,test,Llama-3.3,845,Quality & Reliability,cites,0.06745630405603732,0.04997126514384297
naidv2,test,Llama-3.3,845,Quality & Reliability,TNCSI,0.07568025413334076,0.02781828970346183
naidv2,test,Llama-3.3,845,Quality & Reliability,TNCSI_SP,0.08662107621228968,0.011769313352327112
naidv2,test,Llama-3.3,845,Accessibility & Understandability,score_mean,-0.07036437121112106,0.040862647885741815
naidv2,test,Llama-3.3,845,Accessibility & Understandability,score_weighted,-0.07284231875017148,0.034249372269147045
naidv2,test,Llama-3.3,845,Accessibility & Understandability,score_median,-0.041432351165676944,0.22892757240515485
naidv2,test,Llama-3.3,845,Accessibility & Understandability,accept,-0.04696034323915882,0.1726253320862847
naidv2,test,Llama-3.3,845,Accessibility & Understandability,cites,0.04203550119030036,0.2222163567197778
naidv2,test,Llama-3.3,845,Accessibility & Understandability,TNCSI,0.037049761233304945,0.28203000488714536
naidv2,test,Llama-3.3,845,Accessibility & Understandability,TNCSI_SP,0.036105494545917174,0.29448447428340346
naidv2,test,Llama-3.3,845,Novelty & Engagement,score_mean,0.015535482818696726,0.6520199232515629
naidv2,test,Llama-3.3,845,Novelty & Engagement,score_weighted,0.015064153934762214,0.6619121188010748
naidv2,test,Llama-3.3,845,Novelty & Engagement,score_median,0.017543127239506115,0.6105816095932266
naidv2,test,Llama-3.3,845,Novelty & Engagement,accept,0.014106804217037161,0.6821856786525677
naidv2,test,Llama-3.3,845,Novelty & Engagement,cites,0.06570196521967939,0.05624678205640703
naidv2,test,Llama-3.3,845,Novelty & Engagement,TNCSI,0.06454385321227482,0.06073824351969458
naidv2,test,Llama-3.3,845,Novelty & Engagement,TNCSI_SP,0.05028876009054901,0.14412568973921644
