Component,Target,rho,p,n
Quality & Reliability,score_mean,0.05353452457708334,0.02596978855146351,1730
Quality & Reliability,score_weighted,0.052680277108188865,0.028445809725935002,1730
Quality & Reliability,score_median,0.05541005887450381,0.02117831306962134,1730
Quality & Reliability,accept,0.03278463534701006,0.1728822186677411,1730
Quality & Reliability,cites,0.04678793598648278,0.051688119343610575,1730
Quality & Reliability,TNCSI,0.04029809183135592,0.0938168620870993,1730
Quality & Reliability,TNCSI_SP,0.03104433864954712,0.19683780367373946,1730
Accessibility & Understandability,score_mean,0.030659238011098437,0.20245233041669594,1730
Accessibility & Understandability,score_weighted,0.03186765149365074,0.18521817517841418,1730
Accessibility & Understandability,score_median,0.027405250198519547,0.2545930503765636,1730
Accessibility & Understandability,accept,0.025852314357823883,0.28251593001718023,1730
Accessibility & Understandability,cites,0.05788026890370077,0.01605300919868218,1730
Accessibility & Understandability,TNCSI,0.046559758951938514,0.052840407257429854,1730
Accessibility & Understandability,TNCSI_SP,0.05049289282454942,0.03573006826065883,1730
Novelty & Engagement,score_mean,0.11256477658651792,2.6860076618941207e-06,1730
Novelty & Engagement,score_weighted,0.11223040351817481,2.876514581490937e-06,1730
Novelty & Engagement,score_median,0.10454806713944732,1.3167779459582803e-05,1730
Novelty & Engagement,accept,0.07857523694650505,0.0010720702863536787,1730
Novelty & Engagement,cites,0.11754229011067735,9.465487765369592e-07,1730
Novelty & Engagement,TNCSI,0.11376404103069572,2.09739493383655e-06,1730
Novelty & Engagement,TNCSI_SP,0.07704747758435769,0.001340765285875496,1730
