Dataset,Split,Model,n,Component,Target,rho,p
naidv1,test,Llama-3.3,1236,Quality & Reliability,TNCSI_SP,0.07909737006806669,0.005396576035063494
naidv1,test,Llama-3.3,1236,Quality & Reliability,Ref_num,0.050058905136328005,0.07853797202735323
naidv1,test,Llama-3.3,1236,Quality & Reliability,RQM,0.017547230027309735,0.5376783409512245
naidv1,test,Llama-3.3,1236,Quality & Reliability,SMP,-0.019175746523517005,0.500605373481551
naidv1,test,Llama-3.3,1236,Quality & Reliability,ARQ,0.028372273142377707,0.3189249653242641
naidv1,test,Llama-3.3,1236,Quality & Reliability,OA,0.07944155178266131,0.0051979773276938325
naidv1,test,Llama-3.3,1236,Quality & Reliability,is_practical,-0.036839315750219905,0.19556835997646246
naidv1,test,Llama-3.3,1236,Quality & Reliability,new_task,0.05183445661520904,0.06849838454841292
naidv1,test,Llama-3.3,1236,Quality & Reliability,new_dataset,0.015465604383214114,0.5869897786256167
naidv1,test,Llama-3.3,1236,Quality & Reliability,SOTA,0.06600848953523519,0.0202960144966718
naidv1,test,Llama-3.3,1236,Quality & Reliability,is_broad,0.035891404456100354,0.20732463379884392
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,cites,0.06359936221360384,0.025354976949010864
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,TNCSI,0.09875783910019949,0.0005070606369423454
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,TNCSI_SP,0.08885986708428166,0.0017656718715848081
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,Ref_num,-0.08582860965242357,0.0025279173504092487
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,RQM,0.13283994052725592,2.7821057220910207e-06
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,SMP,-0.11198868628549942,7.960153574697616e-05
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,ARQ,0.07501473240024019,0.008331622518570322
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,OA,0.10566875674379855,0.00019793366073260924
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,is_practical,0.3674552880997729,8.326458141093284e-41
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,new_task,0.1319043659796073,3.2716188502924264e-06
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,new_dataset,0.23302707125511563,1.0525760813646631e-16
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,SOTA,0.08768723983542977,0.0020312277687279954
naidv1,test,Llama-3.3,1236,Accessibility & Understandability,is_broad,0.039506515527221314,0.1651191046505269
naidv1,test,Llama-3.3,1236,Novelty & Engagement,cites,0.23410120169079238,7.55271871650036e-17
naidv1,test,Llama-3.3,1236,Novelty & Engagement,TNCSI,0.15863647011988447,2.0580738982815942e-08
naidv1,test,Llama-3.3,1236,Novelty & Engagement,TNCSI_SP,0.207797577733248,1.5973371138884859e-13
naidv1,test,Llama-3.3,1236,Novelty & Engagement,Ref_num,0.32470382090099126,9.706137938371261e-32
naidv1,test,Llama-3.3,1236,Novelty & Engagement,RQM,0.10773935189520296,0.00014765024452746106
naidv1,test,Llama-3.3,1236,Novelty & Engagement,SMP,-0.11039317037952057,0.00010064376713700405
naidv1,test,Llama-3.3,1236,Novelty & Engagement,ARQ,0.07264312851601609,0.010628209314830172
naidv1,test,Llama-3.3,1236,Novelty & Engagement,OA,0.13016499432331183,4.409194364549227e-06
naidv1,test,Llama-3.3,1236,Novelty & Engagement,is_practical,-0.11707817364068701,3.689256386822146e-05
naidv1,test,Llama-3.3,1236,Novelty & Engagement,new_task,0.05434989758232184,0.05610145648159153
naidv1,test,Llama-3.3,1236,Novelty & Engagement,new_dataset,-0.045807582765871976,0.10747140855637742
naidv1,test,Llama-3.3,1236,Novelty & Engagement,SOTA,0.1798641474105281,1.9019268125129394e-10
naidv1,test,Llama-3.3,1236,Novelty & Engagement,is_broad,-0.023124244954928912,0.4166422819784499
naidv2,train,GPT,1744,Quality & Reliability,score_mean,0.15723046609484073,4.041846790640954e-11
naidv2,train,GPT,1744,Quality & Reliability,score_weighted,0.15587679815699743,5.950209700418126e-11
naidv2,train,GPT,1744,Quality & Reliability,score_median,0.15792292569309757,3.31206353081543e-11
naidv2,train,GPT,1744,Quality & Reliability,accept,0.15327292496374612,1.2401931172861118e-10
naidv2,train,GPT,1744,Quality & Reliability,cites,0.12869760392426102,6.923002163444045e-08
naidv2,train,GPT,1744,Quality & Reliability,TNCSI,0.12538964674158998,1.4930317351794187e-07
naidv2,train,GPT,1744,Quality & Reliability,TNCSI_SP,0.11971356887472968,5.335401192801755e-07
naidv2,train,GPT,1744,Accessibility & Understandability,score_mean,-0.014901049848053802,0.5340244143767271
naidv2,train,GPT,1744,Accessibility & Understandability,score_weighted,-0.012982741386514916,0.587949882671579
naidv2,train,GPT,1744,Accessibility & Understandability,score_median,-0.02374416423411438,0.32167865988041167
naidv2,train,GPT,1744,Accessibility & Understandability,accept,0.010409330659629104,0.6639932760614433
naidv2,train,GPT,1744,Accessibility & Understandability,cites,0.13339930925081667,2.245546023344824e-08
naidv2,train,GPT,1744,Accessibility & Understandability,TNCSI,0.09046688435209618,0.00015491294787228172
naidv2,train,GPT,1744,Accessibility & Understandability,TNCSI_SP,0.08121037242574565,0.0006872361825827482
naidv2,train,GPT,1744,Novelty & Engagement,score_mean,0.1950985045898616,2.0209994654339098e-16
naidv2,train,GPT,1744,Novelty & Engagement,score_weighted,0.19311317681138793,4.100533034159495e-16
naidv2,train,GPT,1744,Novelty & Engagement,score_median,0.18104158939295945,2.573739472786446e-14
naidv2,train,GPT,1744,Novelty & Engagement,accept,0.1533783475111576,1.2041502395109008e-10
naidv2,train,GPT,1744,Novelty & Engagement,cites,0.23576226762791747,1.870999587556591e-23
naidv2,train,GPT,1744,Novelty & Engagement,TNCSI,0.20328570842355595,1.0078832869021874e-17
naidv2,train,GPT,1744,Novelty & Engagement,TNCSI_SP,0.18248261210735342,1.593330810937096e-14
naidv2,train,Deepseek,1701,Quality & Reliability,score_mean,0.06637497251285426,0.006171585956868969
naidv2,train,Deepseek,1701,Quality & Reliability,score_weighted,0.06703872603937673,0.005675379661178304
naidv2,train,Deepseek,1701,Quality & Reliability,score_median,0.06679523059478526,0.005853074915299025
naidv2,train,Deepseek,1701,Quality & Reliability,accept,0.08964897163202454,0.0002137825676830351
naidv2,train,Deepseek,1701,Quality & Reliability,cites,0.060558712134219934,0.012486419964130942
naidv2,train,Deepseek,1701,Quality & Reliability,TNCSI,0.07415073797713712,0.0022120574393084107
naidv2,train,Deepseek,1701,Quality & Reliability,TNCSI_SP,0.06348998215130391,0.008812419024383655
naidv2,train,Deepseek,1701,Accessibility & Understandability,score_mean,0.022406639746569715,0.3557166376496175
naidv2,train,Deepseek,1701,Accessibility & Understandability,score_weighted,0.02482526159458743,0.30617651705375004
naidv2,train,Deepseek,1701,Accessibility & Understandability,score_median,0.013336869407162364,0.5825422955745999
naidv2,train,Deepseek,1701,Accessibility & Understandability,accept,0.01891164794872027,0.435701218446806
naidv2,train,Deepseek,1701,Accessibility & Understandability,cites,0.16160204023512523,2.0252187444667576e-11
naidv2,train,Deepseek,1701,Accessibility & Understandability,TNCSI,0.12650737600038847,1.6518570867347762e-07
naidv2,train,Deepseek,1701,Accessibility & Understandability,TNCSI_SP,0.09774378335774535,5.3915015110976463e-05
naidv2,train,Deepseek,1701,Novelty & Engagement,score_mean,0.11747611229144736,1.1836335610693932e-06
naidv2,train,Deepseek,1701,Novelty & Engagement,score_weighted,0.11652416554297387,1.4448394801292015e-06
naidv2,train,Deepseek,1701,Novelty & Engagement,score_median,0.12270128816309375,3.8533619023880546e-07
naidv2,train,Deepseek,1701,Novelty & Engagement,accept,0.08124754372973847,0.000796552669691486
naidv2,train,Deepseek,1701,Novelty & Engagement,cites,0.16975125640885055,1.826353811913424e-12
naidv2,train,Deepseek,1701,Novelty & Engagement,TNCSI,0.1678840320516016,3.2034768332560184e-12
naidv2,train,Deepseek,1701,Novelty & Engagement,TNCSI_SP,0.16427928970543887,9.310252636619199e-12
naidv2,train,Llama-3.1,1744,Quality & Reliability,score_mean,0.029926611034843648,0.21160813865830888
naidv2,train,Llama-3.1,1744,Quality & Reliability,score_weighted,0.030801652159030975,0.19854863856369181
naidv2,train,Llama-3.1,1744,Quality & Reliability,score_median,0.011408716091184608,0.6339918340265608
naidv2,train,Llama-3.1,1744,Quality & Reliability,accept,0.021164722433749058,0.3770580085073658
naidv2,train,Llama-3.1,1744,Quality & Reliability,cites,0.02861218929389869,0.2323731923333102
naidv2,train,Llama-3.1,1744,Quality & Reliability,TNCSI,0.040641310740617394,0.08975054053048519
naidv2,train,Llama-3.1,1744,Quality & Reliability,TNCSI_SP,0.05186290732108805,0.030329280696602148
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,score_mean,0.029367375454716946,0.22027294469560993
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,score_weighted,0.030315473566410466,0.20572995843269984
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,score_median,0.017424504271367717,0.46710213394839795
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,accept,0.03696206209112126,0.12283039767596445
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,cites,0.0091537760939131,0.7024562959523074
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,TNCSI,0.011270854271831563,0.638096293714677
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,TNCSI_SP,0.03831774810987245,0.10967929552644606
naidv2,train,Llama-3.1,1744,Novelty & Engagement,score_mean,-0.009008181941205385,0.7069684709453807
naidv2,train,Llama-3.1,1744,Novelty & Engagement,score_weighted,-0.009406345037852669,0.6946536917866202
naidv2,train,Llama-3.1,1744,Novelty & Engagement,score_median,-0.013195243491718257,0.581854135387677
naidv2,train,Llama-3.1,1744,Novelty & Engagement,accept,-0.05421469127155038,0.023567111455911966
naidv2,train,Llama-3.1,1744,Novelty & Engagement,cites,-0.028591928226361543,0.23270420014513465
naidv2,train,Llama-3.1,1744,Novelty & Engagement,TNCSI,-0.04056925939418087,0.09032143763645459
naidv2,train,Llama-3.1,1744,Novelty & Engagement,TNCSI_SP,-0.06117867733771233,0.010604795825670536
naidv2,train,Llama-3.3,1741,Quality & Reliability,score_mean,0.08382696984210013,0.00046289597414083696
naidv2,train,Llama-3.3,1741,Quality & Reliability,score_weighted,0.08445838261957524,0.0004189901939905899
naidv2,train,Llama-3.3,1741,Quality & Reliability,score_median,0.08810686528694095,0.00023249943741403064
naidv2,train,Llama-3.3,1741,Quality & Reliability,accept,0.08016287678576668,0.0008145405486821185
naidv2,train,Llama-3.3,1741,Quality & Reliability,cites,0.08548400276780639,0.00035586410607939766
naidv2,train,Llama-3.3,1741,Quality & Reliability,TNCSI,0.07749569187022864,0.0012118536536915106
naidv2,train,Llama-3.3,1741,Quality & Reliability,TNCSI_SP,0.06119545341797304,0.01065060787223007
naidv2,train,Llama-3.3,1741,Accessibility & Understandability,score_mean,-0.024896861013796023,0.2991566488303494
naidv2,train,Llama-3.3,1741,Accessibility & Understandability,score_weighted,-0.022268063615748398,0.35310198409619875
naidv2,train,Llama-3.3,1741,Accessibility & Understandability,score_median,-0.030365211842987974,0.2053772953472043
naidv2,train,Llama-3.3,1741,Accessibility & Understandability,accept,-0.0012856418913568665,0.9572496514853035
naidv2,train,Llama-3.3,1741,Accessibility & Understandability,cites,0.05221475618996421,0.029361591739510372
naidv2,train,Llama-3.3,1741,Accessibility & Understandability,TNCSI,0.04013325142341108,0.094122075988515
naidv2,train,Llama-3.3,1741,Accessibility & Understandability,TNCSI_SP,0.04673436644115877,0.05121548023259215
naidv2,train,Llama-3.3,1741,Novelty & Engagement,score_mean,0.11078455188394311,3.5959276163480094e-06
naidv2,train,Llama-3.3,1741,Novelty & Engagement,score_weighted,0.11105823645678095,3.4010202684370855e-06
naidv2,train,Llama-3.3,1741,Novelty & Engagement,score_median,0.10166688565956888,2.1372290935025743e-05
naidv2,train,Llama-3.3,1741,Novelty & Engagement,accept,0.09499720630142285,7.18967515360921e-05
naidv2,train,Llama-3.3,1741,Novelty & Engagement,cites,0.16277384480481233,8.343419412479619e-12
naidv2,train,Llama-3.3,1741,Novelty & Engagement,TNCSI,0.1422544772532366,2.496444378460718e-09
naidv2,train,Llama-3.3,1741,Novelty & Engagement,TNCSI_SP,0.11975958819171939,5.40184644249541e-07
naidv2,test,GPT,851,Quality & Reliability,score_mean,0.10427668417519843,0.0023207361027647163
naidv2,test,GPT,851,Quality & Reliability,score_weighted,0.10454930909605537,0.002259686758715631
naidv2,test,GPT,851,Quality & Reliability,score_median,0.10986802193312459,0.001327022308093603
naidv2,test,GPT,851,Quality & Reliability,accept,0.08529355825392697,0.0128083035668046
naidv2,test,GPT,851,Quality & Reliability,cites,-0.00934413696617245,0.7854747391648693
naidv2,test,GPT,851,Quality & Reliability,TNCSI,-0.019709482738002913,0.5658501932073661
naidv2,test,GPT,851,Quality & Reliability,TNCSI_SP,-0.0008788815363333614,0.9795756140193788
naidv2,test,GPT,851,Accessibility & Understandability,score_mean,-0.05513130803845322,0.1080228457515196
naidv2,test,GPT,851,Accessibility & Understandability,score_weighted,-0.055114324004265816,0.10813163834725532
naidv2,test,GPT,851,Accessibility & Understandability,score_median,-0.040844987263980705,0.23393973127705148
naidv2,test,GPT,851,Accessibility & Understandability,accept,-0.07457338527697759,0.02960917245937543
naidv2,test,GPT,851,Accessibility & Understandability,cites,0.20288163067388454,2.344232968865939e-09
naidv2,test,GPT,851,Accessibility & Understandability,TNCSI,0.16130914437285315,2.2475649750345674e-06
naidv2,test,GPT,851,Accessibility & Understandability,TNCSI_SP,0.12756237012571997,0.00019070632380624268
naidv2,test,GPT,851,Novelty & Engagement,score_mean,0.1392308645942344,4.591054942339075e-05
naidv2,test,GPT,851,Novelty & Engagement,score_weighted,0.13889398403190664,4.791569587348568e-05
naidv2,test,GPT,851,Novelty & Engagement,score_median,0.1129935986832948,0.00096007124537877
naidv2,test,GPT,851,Novelty & Engagement,accept,0.1450259241171334,2.1671422754760604e-05
naidv2,test,GPT,851,Novelty & Engagement,cites,0.1782026164033295,1.6695441450743946e-07
naidv2,test,GPT,851,Novelty & Engagement,TNCSI,0.20177042305177986,2.875412531500587e-09
naidv2,test,GPT,851,Novelty & Engagement,TNCSI_SP,0.18110020635949126,1.0415786144532775e-07
naidv2,test,Deepseek,845,Quality & Reliability,score_mean,0.04426020274228744,0.1986804701086125
naidv2,test,Deepseek,845,Quality & Reliability,score_weighted,0.04503479170448616,0.1909286614738762
naidv2,test,Deepseek,845,Quality & Reliability,score_median,0.024833464367881895,0.4709564797668301
naidv2,test,Deepseek,845,Quality & Reliability,accept,0.04515828567224275,0.1897136028892463
naidv2,test,Deepseek,845,Quality & Reliability,cites,0.23655977522616017,3.2736356397103426e-12
naidv2,test,Deepseek,845,Quality & Reliability,TNCSI,0.20244132828701047,2.891955504567145e-09
naidv2,test,Deepseek,845,Quality & Reliability,TNCSI_SP,0.1661863849530008,1.188664558524359e-06
naidv2,test,Deepseek,845,Accessibility & Understandability,score_mean,0.09900650412156427,0.003966308716378689
naidv2,test,Deepseek,845,Accessibility & Understandability,score_weighted,0.0976379000677662,0.0044998631059313164
naidv2,test,Deepseek,845,Accessibility & Understandability,score_median,0.09333287086204563,0.006627687630991547
naidv2,test,Deepseek,845,Accessibility & Understandability,accept,0.12026023747124143,0.0004593970114231886
naidv2,test,Deepseek,845,Accessibility & Understandability,cites,0.0316842827183319,0.35762800025440555
naidv2,test,Deepseek,845,Accessibility & Understandability,TNCSI,0.03389456167857602,0.32506569056478196
naidv2,test,Deepseek,845,Accessibility & Understandability,TNCSI_SP,0.055084687868438904,0.1095774976932062
naidv2,test,Deepseek,845,Novelty & Engagement,score_mean,0.012878037318545395,0.7085445478765019
naidv2,test,Deepseek,845,Novelty & Engagement,score_weighted,0.013678342066218447,0.6913349245311406
naidv2,test,Deepseek,845,Novelty & Engagement,score_median,0.008277770642601205,0.8101182596354934
naidv2,test,Deepseek,845,Novelty & Engagement,accept,0.05343325827078544,0.12064912101834561
naidv2,test,Deepseek,845,Novelty & Engagement,cites,-0.09462888391676944,0.0059076507099151895
naidv2,test,Deepseek,845,Novelty & Engagement,TNCSI,-0.04529565130277896,0.18836875313085488
naidv2,test,Deepseek,845,Novelty & Engagement,TNCSI_SP,-0.03365695624774369,0.3284707780046441
naidv2,test,Llama-3.1,851,Quality & Reliability,score_mean,-0.048880318034990974,0.15424748989122877
naidv2,test,Llama-3.1,851,Quality & Reliability,score_weighted,-0.049206284864079346,0.15151520121089615
naidv2,test,Llama-3.1,851,Quality & Reliability,score_median,-0.036485442973292474,0.2877187420942789
naidv2,test,Llama-3.1,851,Quality & Reliability,accept,-0.014383148707687494,0.6752243296696184
naidv2,test,Llama-3.1,851,Quality & Reliability,cites,-0.05644723364619102,0.09985333156575442
naidv2,test,Llama-3.1,851,Quality & Reliability,TNCSI,-0.04042238721155103,0.238818046699692
naidv2,test,Llama-3.1,851,Quality & Reliability,TNCSI_SP,-0.03393828848143381,0.32272471723492746
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_mean,0.039228395679300504,0.25298670742377993
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_weighted,0.039304846707495046,0.2520623402242696
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_median,0.02332730975428632,0.49676138911840084
naidv2,test,Llama-3.1,851,Accessibility & Understandability,accept,0.03618183083214121,0.2917516761454221
naidv2,test,Llama-3.1,851,Accessibility & Understandability,cites,0.0863672004366599,0.011718709353497921
naidv2,test,Llama-3.1,851,Accessibility & Understandability,TNCSI,0.07457449902057948,0.02960673270261362
naidv2,test,Llama-3.1,851,Accessibility & Understandability,TNCSI_SP,0.058979408123263063,0.0855215974514308
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_mean,0.023626910348704927,0.49124816161858464
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_weighted,0.023280556121383425,0.4976247058917592
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_median,0.03305569264730284,0.3354755960619171
naidv2,test,Llama-3.1,851,Novelty & Engagement,accept,0.048355250118993665,0.15872702247392528
naidv2,test,Llama-3.1,851,Novelty & Engagement,cites,-0.019403369750494837,0.5719006898877583
naidv2,test,Llama-3.1,851,Novelty & Engagement,TNCSI,0.017637698885786958,0.6073855668099657
naidv2,test,Llama-3.1,851,Novelty & Engagement,TNCSI_SP,0.010615414746580624,0.7571500712676353
naidv2,test,Llama-3.3,849,Quality & Reliability,score_mean,0.06123562597157448,0.07453676091049423
naidv2,test,Llama-3.3,849,Quality & Reliability,score_weighted,0.06220824856768704,0.07003508215367608
naidv2,test,Llama-3.3,849,Quality & Reliability,score_median,0.07101905808605567,0.03855647791402999
naidv2,test,Llama-3.3,849,Quality & Reliability,accept,0.04492526341744879,0.1909593844532706
naidv2,test,Llama-3.3,849,Quality & Reliability,cites,-0.0007372086173479512,0.982887607063913
naidv2,test,Llama-3.3,849,Quality & Reliability,TNCSI,-0.015540553320772947,0.6511431595126022
naidv2,test,Llama-3.3,849,Quality & Reliability,TNCSI_SP,-0.013743778308575441,0.6892377898288129
naidv2,test,Llama-3.3,849,Accessibility & Understandability,score_mean,-0.10611406084486162,0.0019608454825888124
naidv2,test,Llama-3.3,849,Accessibility & Understandability,score_weighted,-0.1051000365050107,0.0021669132974506448
naidv2,test,Llama-3.3,849,Accessibility & Understandability,score_median,-0.1016266096405964,0.0030320340470956133
naidv2,test,Llama-3.3,849,Accessibility & Understandability,accept,-0.09534311382964406,0.005430654361180945
naidv2,test,Llama-3.3,849,Accessibility & Understandability,cites,0.07956662969741803,0.020414445866654366
naidv2,test,Llama-3.3,849,Accessibility & Understandability,TNCSI,0.05624540852398631,0.10147625471081957
naidv2,test,Llama-3.3,849,Accessibility & Understandability,TNCSI_SP,0.018065719255592597,0.5991250587249121
naidv2,test,Llama-3.3,849,Novelty & Engagement,score_mean,0.08463898475128194,0.013626112504200153
naidv2,test,Llama-3.3,849,Novelty & Engagement,score_weighted,0.08449587720766143,0.013786234376527578
naidv2,test,Llama-3.3,849,Novelty & Engagement,score_median,0.06770870590297855,0.048583757142789036
naidv2,test,Llama-3.3,849,Novelty & Engagement,accept,0.11825304902884144,0.00055509806998234
naidv2,test,Llama-3.3,849,Novelty & Engagement,cites,0.12860035891545057,0.00017182719837877816
naidv2,test,Llama-3.3,849,Novelty & Engagement,TNCSI,0.14304110427762806,2.8735343892037963e-05
naidv2,test,Llama-3.3,849,Novelty & Engagement,TNCSI_SP,0.11087632084779092,0.0012126299073164926
