Component,Target,rho,p,n
Quality & Reliability,cites,0.20173442787910004,4.495258291383258e-31,3237
Quality & Reliability,TNCSI,0.16849806192709008,4.819645466459319e-22,3237
Quality & Reliability,TNCSI_SP,0.19931339281136595,2.3364764658316034e-30,3237
Quality & Reliability,Ref_num,0.07166257351687427,4.4863791709361495e-05,3237
Quality & Reliability,RQM,0.04700049996642191,0.007483592792381385,3237
Quality & Reliability,SMP,-0.05606007841986575,0.0014188172250906433,3237
Quality & Reliability,ARQ,0.03052141694935159,0.08252161991743209,3237
Quality & Reliability,OA,0.1668672099759184,1.209121206517065e-21,3237
Quality & Reliability,is_practical,0.16081889670069568,3.379364226890659e-20,3237
Quality & Reliability,new_task,0.07824099274704928,8.326719534453578e-06,3237
Quality & Reliability,new_dataset,0.1259358129451633,6.434162447560538e-13,3237
Quality & Reliability,SOTA,0.21870041120530412,2.372896719658799e-36,3237
Quality & Reliability,is_broad,-0.0049066920826326965,0.7802000569819081,3237
Accessibility & Understandability,cites,0.028335890027860283,0.10699214291386559,3237
Accessibility & Understandability,TNCSI,0.04799235500061021,0.00631373365373847,3237
Accessibility & Understandability,TNCSI_SP,0.03157076521070158,0.07250068578789962,3237
Accessibility & Understandability,Ref_num,-0.1314530152153648,5.972355884172988e-14,3237
Accessibility & Understandability,RQM,0.03655131379580219,0.03757458939468977,3237
Accessibility & Understandability,SMP,-0.07775789237096058,9.466867327743453e-06,3237
Accessibility & Understandability,ARQ,-0.006304651669588974,0.7199198556894071,3237
Accessibility & Understandability,OA,-0.0010934400371786425,0.9504140203384164,3237
Accessibility & Understandability,is_practical,0.2060475692124989,2.262458146999843e-32,3237
Accessibility & Understandability,new_task,0.08220567325092899,2.8245336622308996e-06,3237
Accessibility & Understandability,new_dataset,0.23596406968433162,3.3719091908692494e-42,3237
Accessibility & Understandability,SOTA,-0.17767830775126373,2.2855235966574265e-24,3237
Accessibility & Understandability,is_broad,0.08558370767923049,1.0808203363352702e-06,3237
Novelty & Engagement,cites,0.25472904088286563,4.090142342400855e-49,3237
Novelty & Engagement,TNCSI,0.1769425180955564,3.548109152408067e-24,3237
Novelty & Engagement,TNCSI_SP,0.20733091197087644,9.175403419286259e-33,3237
Novelty & Engagement,Ref_num,0.33382283631511583,4.2174683647903804e-85,3237
Novelty & Engagement,RQM,0.08702637568799321,7.091825021931464e-07,3237
Novelty & Engagement,SMP,-0.10435836391321668,2.6586796224696715e-09,3237
Novelty & Engagement,ARQ,0.05122500131933264,0.0035544216718031343,3237
Novelty & Engagement,OA,0.09759827363859382,2.637188381965162e-08,3237
Novelty & Engagement,is_practical,-0.17599601673412923,6.230031989584164e-24,3237
Novelty & Engagement,new_task,0.08740570972852431,6.341046984758145e-07,3237
Novelty & Engagement,new_dataset,-0.003912345284121106,0.8239197269394496,3237
Novelty & Engagement,SOTA,0.09542900825358665,5.3364412112389784e-08,3237
Novelty & Engagement,is_broad,0.021494977241303295,0.22147405360500708,3237
