Component,Target,rho,p,n
Quality & Reliability,score_mean,0.15723046609484073,4.041846790640954e-11,1744
Quality & Reliability,score_weighted,0.15587679815699743,5.950209700418126e-11,1744
Quality & Reliability,score_median,0.15792292569309757,3.31206353081543e-11,1744
Quality & Reliability,accept,0.15327292496374612,1.2401931172861118e-10,1744
Quality & Reliability,cites,0.12869760392426102,6.923002163444045e-08,1744
Quality & Reliability,TNCSI,0.12538964674158998,1.4930317351794187e-07,1744
Quality & Reliability,TNCSI_SP,0.11971356887472968,5.335401192801755e-07,1744
Accessibility & Understandability,score_mean,-0.014901049848053802,0.5340244143767271,1744
Accessibility & Understandability,score_weighted,-0.012982741386514916,0.587949882671579,1744
Accessibility & Understandability,score_median,-0.02374416423411438,0.32167865988041167,1744
Accessibility & Understandability,accept,0.010409330659629104,0.6639932760614433,1744
Accessibility & Understandability,cites,0.13339930925081667,2.245546023344824e-08,1744
Accessibility & Understandability,TNCSI,0.09046688435209618,0.00015491294787228172,1744
Accessibility & Understandability,TNCSI_SP,0.08121037242574565,0.0006872361825827482,1744
Novelty & Engagement,score_mean,0.1950985045898616,2.0209994654339098e-16,1744
Novelty & Engagement,score_weighted,0.19311317681138793,4.100533034159495e-16,1744
Novelty & Engagement,score_median,0.18104158939295945,2.573739472786446e-14,1744
Novelty & Engagement,accept,0.1533783475111576,1.2041502395109008e-10,1744
Novelty & Engagement,cites,0.23576226762791747,1.870999587556591e-23,1744
Novelty & Engagement,TNCSI,0.20328570842355595,1.0078832869021874e-17,1744
Novelty & Engagement,TNCSI_SP,0.18248261210735342,1.593330810937096e-14,1744
