Readability,Target,rho,p
n_sentences,cites,0.11977689941222723,9.781562887038287e-08
n_sentences,TNCSI,0.1324490361664467,3.646224619929526e-09
n_sentences,TNCSI_SP,0.1106994446256993,8.473494045381508e-07
n_sentences,Ref_num,0.1121402146550676,6.081007703426279e-07
n_sentences,RQM,0.06777923930655116,0.0026198210054401896
n_sentences,SMP,0.033441259549697164,0.13797468319493486
n_sentences,ARQ,0.09585885951765946,2.0378904176386588e-05
n_sentences,OA,0.05582934074535668,0.013223305683750955
n_sentences,is_practical,0.05052979763643475,0.024949210615791927
n_sentences,new_task,0.04119218888843045,0.06763168547774034
n_sentences,new_dataset,0.03313174307248923,0.14165969748788632
n_sentences,SOTA,0.09443392297330472,2.703823780093792e-05
n_sentences,is_broad,-0.040707156597434985,0.0709312985100726
n_words,cites,0.13153497013107396,4.672933518460552e-09
n_words,TNCSI,0.14347224430622804,1.601032851199814e-10
n_words,TNCSI_SP,0.13288062155413158,3.2412661721047396e-09
n_words,Ref_num,0.19793814832763196,7.618358818817786e-19
n_words,RQM,0.06389915269768841,0.0045607819714242916
n_words,SMP,0.02133525622870413,0.3440339924876602
n_words,ARQ,0.08522653213803849,0.00015291863813621267
n_words,OA,0.004627920966917846,0.8373945004204084
n_words,is_practical,-0.02925951259865014,0.19435679987749374
n_words,new_task,0.03808070727967566,0.0911599006442669
n_words,new_dataset,-0.004324999747648111,0.8479035422667743
n_words,SOTA,0.07251841687376465,0.001281518615606776
n_words,is_broad,-0.034734790287446436,0.12336852718064167
n_characters,cites,0.14249779975312116,2.13175312322183e-10
n_characters,TNCSI,0.1465513157842738,6.396723008081969e-11
n_characters,TNCSI_SP,0.13898115897103014,5.894334424925536e-10
n_characters,Ref_num,0.23109574122799875,2.784538372883627e-25
n_characters,RQM,0.0647296251430487,0.0040599696619031626
n_characters,SMP,0.005786739843410457,0.7974748367188793
n_characters,ARQ,0.07871512325607498,0.0004721713107343497
n_characters,OA,0.010867995797409932,0.6298357227807025
n_characters,is_practical,-0.05677316251235206,0.011747101340929917
n_characters,new_task,0.037630652087376884,0.09505171397614379
n_characters,new_dataset,-0.023018306249598258,0.3073077397136806
n_characters,SOTA,0.0629602316476895,0.005193836447097372
