Readability,Target,rho,p
n_sentences,cites,0.11647685912042947,4.3914871559650635e-11
n_sentences,TNCSI,0.1107273329149178,3.7799357425777984e-10
n_sentences,TNCSI_SP,0.11266658486396816,1.8507833024447114e-10
n_sentences,Ref_num,0.12001424997920769,1.1073479369801152e-11
n_sentences,RQM,0.05983785333936205,0.0007325265598437904
n_sentences,SMP,0.014333140240097983,0.4189495052542619
n_sentences,ARQ,0.08019776612410175,5.914785744255421e-06
n_sentences,OA,0.09493078039783026,8.095525045527168e-08
n_sentences,is_practical,0.052225601792481174,0.003210195811328017
n_sentences,new_task,0.05601387323649812,0.0015726136021949426
n_sentences,new_dataset,0.045864682864664615,0.009666507741237774
n_sentences,SOTA,0.12434194431888149,1.941720252207095e-12
n_sentences,is_broad,-0.026544846789138273,0.13438037096538316
n_words,cites,0.12163741258107996,5.805132687054383e-12
n_words,TNCSI,0.12425348451309846,2.013296589647618e-12
n_words,TNCSI_SP,0.1283714847613785,3.632827007906814e-13
n_words,Ref_num,0.2041961424509175,2.6777164106733175e-31
n_words,RQM,0.0451292086555017,0.0108965086101094
n_words,SMP,0.013744256223094999,0.43831912911253856
n_words,ARQ,0.06118932241192435,0.0005533172544410495
n_words,OA,0.024623020043993263,0.16494525278701516
n_words,is_practical,-0.021055609651695607,0.23507167104718496
n_words,new_task,0.03628884283349742,0.0406683800037898
n_words,new_dataset,0.0020886586581870996,0.9062471745968645
n_words,SOTA,0.09129322116934066,2.488951052421312e-07
n_words,is_broad,-0.034479942052247914,0.05179897558353636
n_characters,cites,0.13257672951450425,5.968196192371737e-14
n_characters,TNCSI,0.1302029936319527,1.6661880053752628e-13
n_characters,TNCSI_SP,0.13728492734102848,7.371190259482543e-15
n_characters,Ref_num,0.23752698579474227,4.694435187903605e-42
n_characters,RQM,0.051221680582717324,0.0038507404554567926
n_characters,SMP,-0.0008546900993576091,0.9615620567539493
n_characters,ARQ,0.06189942441278831,0.0004764176553609275
n_characters,OA,0.03310114494507359,0.06190330757482342
n_characters,is_practical,-0.04878095218436362,0.005918682176435157
n_characters,new_task,0.027170066217177605,0.12544277336247753
n_characters,new_dataset,-0.018064520743750544,0.3083509916627078
n_characters,SOTA,0.08874160677214712,5.33732557433669e-07
n_characters,is_broad,-0.021982187024773326,0.21510096222639896
n_syllables,cites,0.12268605816823143,3.807389317008273e-12
n_syllables,TNCSI,0.12406335580247872,2.176004709003918e-12
n_syllables,TNCSI_SP,0.13203675771159973,7.550576555702749e-14
n_syllables,Ref_num,0.23157658250818397,5.275016181569491e-40
n_syllables,RQM,0.038427446509222085,0.030188285474592208
n_syllables,SMP,0.01503013014245289,0.3966871509545572
n_syllables,ARQ,0.05479105380805632,0.0019892756927036787
n_syllables,OA,0.025305512512380474,0.15354188994411994
n_syllables,is_practical,-0.05063760422320824,0.004274794401412844
n_syllables,new_task,0.02786744589697443,0.11602746607735492
n_syllables,new_dataset,-0.013348208531520286,0.4516303859016213
n_syllables,SOTA,0.07991169668037522,6.38555073462341e-06
n_syllables,is_broad,-0.02256725203540733,0.20313766691077964
n_polysyllables,cites,0.1041429117900595,3.901194191643087e-09
n_polysyllables,TNCSI,0.10697862773065568,1.452267291559942e-09
n_polysyllables,TNCSI_SP,0.11861272731058127,1.920692398070758e-11
n_polysyllables,Ref_num,0.22018363103682706,3.0843237219770685e-36
n_polysyllables,RQM,0.011138527121715995,0.529946142672449
n_polysyllables,SMP,0.035241952393355605,0.04683299713491073
n_polysyllables,ARQ,0.0317056089668582,0.07373802379152189
n_polysyllables,OA,0.028580178110207227,0.10698776431438586
n_polysyllables,is_practical,-0.06681706246583924,0.0001620527847927158
n_polysyllables,new_task,0.029021706135889978,0.10167366566549078
n_polysyllables,new_dataset,-0.009506477089570272,0.5919209788025483
n_polysyllables,SOTA,0.060087588676077046,0.000695805626589395
n_polysyllables,is_broad,-0.0030074040991850946,0.865341203031471
ARI,cites,0.0005131754324139917,0.9769152720609022
ARI,TNCSI,-0.007161571782749781,0.6863413197136119
ARI,TNCSI_SP,-0.0021642972869613114,0.9028685320024248
ARI,Ref_num,0.11390905974298407,1.163805837625546e-10
ARI,RQM,-0.023418579308849396,0.18660613636087856
ARI,SMP,-0.018508500185440303,0.296610683850832
ARI,ARQ,-0.037796905475926006,0.033005366715668866
ARI,OA,-0.06523955985227564,0.00023087620367996323
ARI,is_practical,-0.12220428787462122,4.62359779544183e-12
ARI,new_task,-0.0544066113787481,0.0021398526011069756
ARI,new_dataset,-0.08661959847025094,9.909694161729865e-07
ARI,SOTA,-0.04486012285252494,0.011380132665664653
ARI,is_broad,0.024306126335970554,0.1704518441582116
SMOG,cites,-0.02597409884258318,0.1429618257341766
SMOG,TNCSI,-0.019604949965072838,0.26891196568389686
SMOG,TNCSI_SP,-0.010265623119580734,0.5626812714680186
SMOG,Ref_num,0.08095729013493443,4.820546386432692e-06
SMOG,RQM,-0.05750514313244531,0.001173552871449796
SMOG,SMP,0.03385790024420988,0.05617252099878895
SMOG,ARQ,-0.052349379790222424,0.0031383367157015733
SMOG,OA,-0.07141816665330643,5.525488026904236e-05
SMOG,is_practical,-0.10966014091576501,5.570599813953013e-10
SMOG,new_task,-0.032219419139600254,0.06918191142910753
SMOG,new_dataset,-0.04941574526505583,0.0053016257677198425
SMOG,SOTA,-0.05509797164241292,0.0018761104142950187
SMOG,is_broad,0.018619598632034273,0.2937202458353676
Flesch_Kincaid_Grade,cites,-0.02289787675113539,0.19659511508486258
Flesch_Kincaid_Grade,TNCSI,-0.022766235243010354,0.19918136979911205
