Component,Target,rho,p,n
Quality & Reliability,cites,0.11147295470636892,2.876521587344056e-10,3182
Quality & Reliability,TNCSI,0.10588847580794766,2.1298780142856717e-09,3182
Quality & Reliability,TNCSI_SP,0.13074433474825803,1.320531932974088e-13,3182
Quality & Reliability,Ref_num,0.013532753707688331,0.4453995400905598,3182
Quality & Reliability,RQM,0.07270155511710116,4.0456115027031344e-05,3182
Quality & Reliability,SMP,-0.059279628677475195,0.0008212075464902292,3182
Quality & Reliability,ARQ,0.05837392141806386,0.0009865210731994079,3182
Quality & Reliability,OA,0.13841488470330082,4.4136735495235966e-15,3182
Quality & Reliability,is_practical,0.18323618567018168,1.9991647621644436e-25,3182
Quality & Reliability,new_task,0.08383905552862002,2.182176903759798e-06,3182
Quality & Reliability,new_dataset,0.10809324394553724,9.778904189143747e-10,3182
Quality & Reliability,SOTA,0.21250719569825707,8.14029474376836e-34,3182
Quality & Reliability,is_broad,-0.035648985166617186,0.04434865595685814,3182
Accessibility & Understandability,cites,0.10309620428615,5.581782901467877e-09,3182
Accessibility & Understandability,TNCSI,0.08776635889637668,7.105525441593113e-07,3182
Accessibility & Understandability,TNCSI_SP,0.0923134614565665,1.824087670472512e-07,3182
Accessibility & Understandability,Ref_num,-0.08805383938587281,6.532791494700394e-07,3182
Accessibility & Understandability,RQM,0.09575895131054457,6.232270313350122e-08,3182
Accessibility & Understandability,SMP,-0.11155993631145135,2.7859891946755795e-10,3182
Accessibility & Understandability,ARQ,0.05389167476892332,0.0023579163921396886,3182
Accessibility & Understandability,OA,0.030320886847822373,0.08724762394091953,3182
Accessibility & Understandability,is_practical,0.2200622493154427,3.374238295674228e-36,3182
Accessibility & Understandability,new_task,0.1118409776574802,2.5120798846521817e-10,3182
Accessibility & Understandability,new_dataset,0.23106234334294254,7.884011057017487e-40,3182
Accessibility & Understandability,SOTA,-0.005230631140427509,0.7680382584511147,3182
Accessibility & Understandability,is_broad,0.06384892865662778,0.0003134407985336081,3182
Novelty & Engagement,cites,0.2065892786904432,5.176579139841585e-32,3182
Novelty & Engagement,TNCSI,0.12745809775683775,5.336757138003509e-13,3182
Novelty & Engagement,TNCSI_SP,0.1598460346373584,1.1724600773467818e-19,3182
Novelty & Engagement,Ref_num,0.25084908267485423,7.418162187769793e-47,3182
Novelty & Engagement,RQM,0.09391363685456786,1.1129381559383337e-07,3182
Novelty & Engagement,SMP,-0.07898595344766665,8.167116688980698e-06,3182
Novelty & Engagement,ARQ,0.07130425988125172,5.67910949226093e-05,3182
Novelty & Engagement,OA,0.048888896350423795,0.005809390495804734,3182
Novelty & Engagement,is_practical,-0.15127466780326196,9.541192445978128e-18,3182
Novelty & Engagement,new_task,0.016376728340580887,0.3557480454116789,3182
Novelty & Engagement,new_dataset,-0.08881715609062642,5.219662002644515e-07,3182
Novelty & Engagement,SOTA,0.17045651432591585,3.579248167847673e-22,3182
Novelty & Engagement,is_broad,-0.019304187107616805,0.2763269183085857,3182
