Dataset,Split,Model,n,Component,Target,rho,p
naidv1,test,Llama-3.3,1237,Quality & Reliability,TNCSI_SP,0.05144120603491693,0.07051198728302353
naidv1,test,Llama-3.3,1237,Quality & Reliability,Ref_num,-0.004895985935754003,0.8634188828817826
naidv1,test,Llama-3.3,1237,Quality & Reliability,RQM,-0.02603000131221821,0.36033292287710306
naidv1,test,Llama-3.3,1237,Quality & Reliability,SMP,0.03051360260512944,0.2835588307828002
naidv1,test,Llama-3.3,1237,Quality & Reliability,ARQ,-0.0027058214463611756,0.9242588787812827
naidv1,test,Llama-3.3,1237,Quality & Reliability,OA,0.016884051621455416,0.5529997363429755
naidv1,test,Llama-3.3,1237,Quality & Reliability,is_practical,0.036561896576251925,0.1987753460455756
naidv1,test,Llama-3.3,1237,Quality & Reliability,new_task,0.01745956123619132,0.5395481853015585
naidv1,test,Llama-3.3,1237,Quality & Reliability,new_dataset,-0.023945085170207842,0.4001003246207454
naidv1,test,Llama-3.3,1237,Quality & Reliability,SOTA,0.045840354018371825,0.1070775888671398
naidv1,test,Llama-3.3,1237,Quality & Reliability,is_broad,0.041356481496300175,0.146029310336581
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,cites,-0.038926582028318675,0.17124269392702057
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,TNCSI,0.021489399410857535,0.45017278881123834
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,TNCSI_SP,0.007475930977642294,0.7928019379158548
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,Ref_num,-0.1921246519016899,9.494759835952157e-12
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,RQM,0.075036689466225,0.008286423681723753
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,SMP,-0.033337722230306586,0.24133291848095997
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,ARQ,0.04941516027088546,0.08233679830397386
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,OA,0.08482777995248907,0.0028279542513281086
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,is_practical,0.43124319355191226,3.4673566365588227e-57
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,new_task,0.07611149725781144,0.007404169605640476
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,new_dataset,0.20613742106273558,2.4521231421748216e-13
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,SOTA,0.07658046949421923,0.007046317048153704
naidv1,test,Llama-3.3,1237,Accessibility & Understandability,is_broad,0.044936006362387364,0.11418820741056297
naidv1,test,Llama-3.3,1237,Novelty & Engagement,cites,0.2503567453485276,3.9224391904299525e-19
naidv1,test,Llama-3.3,1237,Novelty & Engagement,TNCSI,0.14896679628919943,1.4140817672514892e-07
naidv1,test,Llama-3.3,1237,Novelty & Engagement,TNCSI_SP,0.17531393182771532,5.370678079754157e-10
naidv1,test,Llama-3.3,1237,Novelty & Engagement,Ref_num,0.2821703078273536,4.4796553877467854e-24
naidv1,test,Llama-3.3,1237,Novelty & Engagement,RQM,0.12082185678634626,2.0374382017665035e-05
naidv1,test,Llama-3.3,1237,Novelty & Engagement,SMP,-0.13939384346867406,8.57901918284979e-07
naidv1,test,Llama-3.3,1237,Novelty & Engagement,ARQ,0.0726120331958987,0.010630088822329029
naidv1,test,Llama-3.3,1237,Novelty & Engagement,OA,0.1735457540710535,8.032266046539502e-10
naidv1,test,Llama-3.3,1237,Novelty & Engagement,is_practical,-0.11398708932596187,5.867163881366006e-05
naidv1,test,Llama-3.3,1237,Novelty & Engagement,new_task,0.07012812271752451,0.013624231214409924
naidv1,test,Llama-3.3,1237,Novelty & Engagement,new_dataset,-0.061066731332383155,0.03174460617842737
naidv1,test,Llama-3.3,1237,Novelty & Engagement,SOTA,0.21097933800257151,6.509518966982747e-14
naidv1,test,Llama-3.3,1237,Novelty & Engagement,is_broad,-0.03289012703042437,0.24771295645582964
naidv2,train,GPT,1744,Quality & Reliability,score_mean,0.12908232221634972,6.323063750279395e-08
naidv2,train,GPT,1744,Quality & Reliability,score_weighted,0.1273974677376257,9.386124944563221e-08
naidv2,train,GPT,1744,Quality & Reliability,score_median,0.11665134472929319,1.0358918070811806e-06
naidv2,train,GPT,1744,Quality & Reliability,accept,0.10053644151840807,2.5972871075647273e-05
naidv2,train,GPT,1744,Quality & Reliability,cites,0.03573931954540606,0.1357189899725517
naidv2,train,GPT,1744,Quality & Reliability,TNCSI,0.03747199620476067,0.11774621670477747
naidv2,train,GPT,1744,Quality & Reliability,TNCSI_SP,0.035363205483833496,0.1398865363586145
naidv2,train,GPT,1744,Accessibility & Understandability,score_mean,-0.002406306524213875,0.9200121573212148
naidv2,train,GPT,1744,Accessibility & Understandability,score_weighted,3.2168093442625675e-05,0.9989289074436585
naidv2,train,GPT,1744,Accessibility & Understandability,score_median,-0.014824938330856716,0.5361155181837791
naidv2,train,GPT,1744,Accessibility & Understandability,accept,0.011000613642936965,0.6461741166214953
naidv2,train,GPT,1744,Accessibility & Understandability,cites,0.1385921015094153,6.184414380280633e-09
naidv2,train,GPT,1744,Accessibility & Understandability,TNCSI,0.10710571376953147,7.375343849531124e-06
naidv2,train,GPT,1744,Accessibility & Understandability,TNCSI_SP,0.10342398098049874,1.5072578524145614e-05
naidv2,train,GPT,1744,Novelty & Engagement,score_mean,0.2032640787903355,1.0160730932539982e-17
naidv2,train,GPT,1744,Novelty & Engagement,score_weighted,0.2023177130108369,1.4464940805189145e-17
naidv2,train,GPT,1744,Novelty & Engagement,score_median,0.20105978914255423,2.3069279541721545e-17
naidv2,train,GPT,1744,Novelty & Engagement,accept,0.17106183394217878,6.398956797611371e-13
naidv2,train,GPT,1744,Novelty & Engagement,cites,0.24785950367766618,7.945938295984979e-26
naidv2,train,GPT,1744,Novelty & Engagement,TNCSI,0.21041909949220663,6.646185859475581e-19
naidv2,train,GPT,1744,Novelty & Engagement,TNCSI_SP,0.19586543155769456,1.5345562757463594e-16
naidv2,train,Deepseek,1735,Quality & Reliability,score_mean,0.11503421176650286,1.5547999596162657e-06
naidv2,train,Deepseek,1735,Quality & Reliability,score_weighted,0.11513286741164437,1.5228932333685912e-06
naidv2,train,Deepseek,1735,Quality & Reliability,score_median,0.11872169969917895,7.080662029843615e-07
naidv2,train,Deepseek,1735,Quality & Reliability,accept,0.12692225155117481,1.130509126731697e-07
naidv2,train,Deepseek,1735,Quality & Reliability,cites,0.14668567664019252,8.315951041298323e-10
naidv2,train,Deepseek,1735,Quality & Reliability,TNCSI,0.11695191118029317,1.0358818850837954e-06
naidv2,train,Deepseek,1735,Quality & Reliability,TNCSI_SP,0.13593567777281096,1.3119779796821201e-08
naidv2,train,Deepseek,1735,Accessibility & Understandability,score_mean,0.13295625044433013,2.7167522409229713e-08
naidv2,train,Deepseek,1735,Accessibility & Understandability,score_weighted,0.1313330011722436,4.012277521115264e-08
naidv2,train,Deepseek,1735,Accessibility & Understandability,score_median,0.13673551186205365,1.0761952537791945e-08
naidv2,train,Deepseek,1735,Accessibility & Understandability,accept,0.09772300062866529,4.555835968113521e-05
naidv2,train,Deepseek,1735,Accessibility & Understandability,cites,0.12172548911075105,3.665831596385032e-07
naidv2,train,Deepseek,1735,Accessibility & Understandability,TNCSI,0.12152300056375784,3.834082931424277e-07
naidv2,train,Deepseek,1735,Accessibility & Understandability,TNCSI_SP,0.11418479469581083,1.8573885378150037e-06
naidv2,train,Deepseek,1735,Novelty & Engagement,score_mean,0.03925497058878965,0.10214302219135546
naidv2,train,Deepseek,1735,Novelty & Engagement,score_weighted,0.03900945778306908,0.10430730264743097
naidv2,train,Deepseek,1735,Novelty & Engagement,score_median,0.04104558627606721,0.08741881674425003
naidv2,train,Deepseek,1735,Novelty & Engagement,accept,0.03487559641831147,0.1464794901336871
naidv2,train,Deepseek,1735,Novelty & Engagement,cites,0.07680730958978525,0.001366168435595352
naidv2,train,Deepseek,1735,Novelty & Engagement,TNCSI,0.06866430776555088,0.004217566660714028
naidv2,train,Deepseek,1735,Novelty & Engagement,TNCSI_SP,0.06456156653341433,0.007143640277539372
naidv2,train,Llama-3.1,1744,Quality & Reliability,score_mean,0.030643956994149204,0.2008575973937132
naidv2,train,Llama-3.1,1744,Quality & Reliability,score_weighted,0.030082831440222252,0.20923224403533958
naidv2,train,Llama-3.1,1744,Quality & Reliability,score_median,0.03278436931728772,0.1711550952073033
naidv2,train,Llama-3.1,1744,Quality & Reliability,accept,0.03651192619590862,0.127459314523499
naidv2,train,Llama-3.1,1744,Quality & Reliability,cites,0.009776738508150475,0.6832695616393416
naidv2,train,Llama-3.1,1744,Quality & Reliability,TNCSI,0.0054974099269415886,0.8185458278350577
naidv2,train,Llama-3.1,1744,Quality & Reliability,TNCSI_SP,0.017534986892926433,0.4642822364712832
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,score_mean,-0.0022756947612346174,0.9243404130646331
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,score_weighted,-0.0029642874871288714,0.9015498067609633
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,score_median,0.021645094941754945,0.36632242755126965
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,accept,0.026780912880914557,0.26365141253242114
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,cites,0.006110632151261662,0.7987177646266221
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,TNCSI,0.004739606464983727,0.8432086078134091
naidv2,train,Llama-3.1,1744,Accessibility & Understandability,TNCSI_SP,0.000897566226322018,0.9701209450439932
naidv2,train,Llama-3.1,1744,Novelty & Engagement,score_mean,0.0528243434580534,0.02738624727115489
naidv2,train,Llama-3.1,1744,Novelty & Engagement,score_weighted,0.05123770117776235,0.032385448898553985
naidv2,train,Llama-3.1,1744,Novelty & Engagement,score_median,0.048084637284256784,0.044665072945030596
naidv2,train,Llama-3.1,1744,Novelty & Engagement,accept,0.013768031674476417,0.565572084758058
naidv2,train,Llama-3.1,1744,Novelty & Engagement,cites,0.06923430059735917,0.003819364871656092
naidv2,train,Llama-3.1,1744,Novelty & Engagement,TNCSI,0.03969226795235891,0.09750687874908587
naidv2,train,Llama-3.1,1744,Novelty & Engagement,TNCSI_SP,0.026651910912388933,0.2659593024913675
naidv2,train,Llama-3.3,1711,Quality & Reliability,score_mean,0.024781766739350557,0.30560529342898635
naidv2,train,Llama-3.3,1711,Quality & Reliability,score_weighted,0.024705709988522995,0.30709250228011986
naidv2,train,Llama-3.3,1711,Quality & Reliability,score_median,0.027596296319282326,0.2539187166884925
naidv2,train,Llama-3.3,1711,Quality & Reliability,accept,0.023895190462633876,0.3232383667087274
naidv2,train,Llama-3.3,1711,Quality & Reliability,cites,0.014705033532544714,0.5432864254602512
naidv2,train,Llama-3.3,1711,Quality & Reliability,TNCSI,0.020226343087611138,0.4030866546912807
naidv2,train,Llama-3.3,1711,Quality & Reliability,TNCSI_SP,0.01734092444076573,0.47348283966524385
naidv2,train,Llama-3.3,1711,Accessibility & Understandability,score_mean,-0.020717954930205184,0.3917500246949014
naidv2,train,Llama-3.3,1711,Accessibility & Understandability,score_weighted,-0.018091186389949845,0.45455521745958194
naidv2,train,Llama-3.3,1711,Accessibility & Understandability,score_median,-0.04390915855525523,0.06939841791914042
naidv2,train,Llama-3.3,1711,Accessibility & Understandability,accept,-0.009123401651345035,0.7060884498634468
naidv2,train,Llama-3.3,1711,Accessibility & Understandability,cites,0.041856680423578554,0.08347623336125701
naidv2,train,Llama-3.3,1711,Accessibility & Understandability,TNCSI,0.03161500573628222,0.19117821784928007
naidv2,train,Llama-3.3,1711,Accessibility & Understandability,TNCSI_SP,0.02890925612833774,0.23201469361044144
naidv2,train,Llama-3.3,1711,Novelty & Engagement,score_mean,0.09682902603860584,6.0267420879844706e-05
naidv2,train,Llama-3.3,1711,Novelty & Engagement,score_weighted,0.09440525041440383,9.195885977903665e-05
naidv2,train,Llama-3.3,1711,Novelty & Engagement,score_median,0.10812453443550613,7.3819816332766795e-06
naidv2,train,Llama-3.3,1711,Novelty & Engagement,accept,0.09391232617457489,0.0001000902185443919
naidv2,train,Llama-3.3,1711,Novelty & Engagement,cites,0.08071341722214737,0.0008327840936284907
naidv2,train,Llama-3.3,1711,Novelty & Engagement,TNCSI,0.07282015036824155,0.00257869860189628
naidv2,train,Llama-3.3,1711,Novelty & Engagement,TNCSI_SP,0.048871621009113506,0.04325206024809678
naidv2,test,GPT,851,Quality & Reliability,score_mean,0.09890999668947548,0.003874080363197165
naidv2,test,GPT,851,Quality & Reliability,score_weighted,0.09769618158823476,0.004336029345496901
naidv2,test,GPT,851,Quality & Reliability,score_median,0.0967798539776773,0.00471717719982662
naidv2,test,GPT,851,Quality & Reliability,accept,0.08553244790243839,0.012558409478766608
naidv2,test,GPT,851,Quality & Reliability,cites,-0.08714114476326998,0.010984993758268878
naidv2,test,GPT,851,Quality & Reliability,TNCSI,-0.08311879949482547,0.01529289287756097
naidv2,test,GPT,851,Quality & Reliability,TNCSI_SP,-0.058331264159427194,0.08902168419911469
naidv2,test,GPT,851,Accessibility & Understandability,score_mean,-0.045131801482816314,0.1884038367897751
naidv2,test,GPT,851,Accessibility & Understandability,score_weighted,-0.04366597568693259,0.2031762325116684
naidv2,test,GPT,851,Accessibility & Understandability,score_median,-0.03353737574856033,0.32847708939465825
naidv2,test,GPT,851,Accessibility & Understandability,accept,-0.05869717738632366,0.08703179674200302
naidv2,test,GPT,851,Accessibility & Understandability,cites,0.17400172957973603,3.2642963945018436e-07
naidv2,test,GPT,851,Accessibility & Understandability,TNCSI,0.1370736290897829,6.026470303626918e-05
naidv2,test,GPT,851,Accessibility & Understandability,TNCSI_SP,0.10541433473036411,0.002075574515666197
naidv2,test,GPT,851,Novelty & Engagement,score_mean,0.13201128726541203,0.0001123359443291002
naidv2,test,GPT,851,Novelty & Engagement,score_weighted,0.13275736358363027,0.0001026260152899369
naidv2,test,GPT,851,Novelty & Engagement,score_median,0.12762667095251695,0.00018927579529651233
naidv2,test,GPT,851,Novelty & Engagement,accept,0.1460710663293708,1.886878210612355e-05
naidv2,test,GPT,851,Novelty & Engagement,cites,0.09672758528018087,0.004739804701370013
naidv2,test,GPT,851,Novelty & Engagement,TNCSI,0.1137976184882001,0.0008822135534033708
naidv2,test,GPT,851,Novelty & Engagement,TNCSI_SP,0.10825569398832738,0.0015632309720771944
naidv2,test,Deepseek,843,Quality & Reliability,score_mean,0.061778453636747103,0.07301206191437426
naidv2,test,Deepseek,843,Quality & Reliability,score_weighted,0.06091960830220607,0.0770967460523793
naidv2,test,Deepseek,843,Quality & Reliability,score_median,0.04955764484531291,0.15053964527789623
naidv2,test,Deepseek,843,Quality & Reliability,accept,0.07741568848934578,0.024591386467976765
naidv2,test,Deepseek,843,Quality & Reliability,cites,-0.0050673212510308875,0.8832033885232876
naidv2,test,Deepseek,843,Quality & Reliability,TNCSI,0.021957837250178906,0.5243432217365762
naidv2,test,Deepseek,843,Quality & Reliability,TNCSI_SP,0.019401119550898113,0.5737630170160248
naidv2,test,Deepseek,843,Accessibility & Understandability,score_mean,0.04521469265859387,0.18968648616249503
naidv2,test,Deepseek,843,Accessibility & Understandability,score_weighted,0.047556064923235976,0.16774171525035986
naidv2,test,Deepseek,843,Accessibility & Understandability,score_median,0.028277312154916984,0.4122376077317902
naidv2,test,Deepseek,843,Accessibility & Understandability,accept,0.05996518120988271,0.08185209843353258
naidv2,test,Deepseek,843,Accessibility & Understandability,cites,0.25491856049608097,5.693785002593985e-14
naidv2,test,Deepseek,843,Accessibility & Understandability,TNCSI,0.21071617958321706,6.473290981142272e-10
naidv2,test,Deepseek,843,Accessibility & Understandability,TNCSI_SP,0.16243601753411854,2.129143950597331e-06
naidv2,test,Deepseek,843,Novelty & Engagement,score_mean,-0.007065425765664124,0.8376979122022831
naidv2,test,Deepseek,843,Novelty & Engagement,score_weighted,-0.0056980256764938165,0.8687905226347392
naidv2,test,Deepseek,843,Novelty & Engagement,score_median,-0.031886199163324,0.3551427605605346
naidv2,test,Deepseek,843,Novelty & Engagement,accept,-0.014374588893379704,0.6768534437508396
naidv2,test,Deepseek,843,Novelty & Engagement,cites,-0.13573792590254977,7.700296137154465e-05
naidv2,test,Deepseek,843,Novelty & Engagement,TNCSI,-0.148673958036993,1.4617571325991276e-05
naidv2,test,Deepseek,843,Novelty & Engagement,TNCSI_SP,-0.10606821538447186,0.0020439764090330816
naidv2,test,Llama-3.1,851,Quality & Reliability,score_mean,0.004239132134654303,0.9017251544422902
naidv2,test,Llama-3.1,851,Quality & Reliability,score_weighted,0.0027977669799461005,0.9350471987218162
naidv2,test,Llama-3.1,851,Quality & Reliability,score_median,0.009564923132521113,0.7805339552869464
naidv2,test,Llama-3.1,851,Quality & Reliability,accept,-0.004509060794485179,0.8955022242707346
naidv2,test,Llama-3.1,851,Quality & Reliability,cites,-0.05404785958285908,0.11513803862029107
naidv2,test,Llama-3.1,851,Quality & Reliability,TNCSI,-0.03776435766902911,0.2711441613719568
naidv2,test,Llama-3.1,851,Quality & Reliability,TNCSI_SP,-0.011562509963275194,0.7362556782663472
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_mean,-0.000947045496934165,0.977991933891557
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_weighted,-0.002069854565286471,0.9519223472932559
naidv2,test,Llama-3.1,851,Accessibility & Understandability,score_median,-0.03000492285125513,0.38200335307957556
naidv2,test,Llama-3.1,851,Accessibility & Understandability,accept,0.027810851787619398,0.4177909067111919
naidv2,test,Llama-3.1,851,Accessibility & Understandability,cites,0.0055510299769993485,0.8715441981718393
naidv2,test,Llama-3.1,851,Accessibility & Understandability,TNCSI,-0.008351215390632348,0.8077985582192843
naidv2,test,Llama-3.1,851,Accessibility & Understandability,TNCSI_SP,-0.011590173163990625,0.7356482166215241
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_mean,0.08154104169479469,0.01735148592463105
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_weighted,0.08002050573001944,0.019560973522591254
naidv2,test,Llama-3.1,851,Novelty & Engagement,score_median,0.08191377756571348,0.01684442322179473
naidv2,test,Llama-3.1,851,Novelty & Engagement,accept,0.061374986443257416,0.07353741983197842
naidv2,test,Llama-3.1,851,Novelty & Engagement,cites,0.07894557938043328,0.021267404721760454
naidv2,test,Llama-3.1,851,Novelty & Engagement,TNCSI,0.06174252371362068,0.07182633010133581
naidv2,test,Llama-3.1,851,Novelty & Engagement,TNCSI_SP,0.04717253875630917,0.16917624085916289
naidv2,test,Llama-3.3,850,Quality & Reliability,score_mean,0.013130279453088098,0.7022660883033367
naidv2,test,Llama-3.3,850,Quality & Reliability,score_weighted,0.01216752118203169,0.7231648479469887
naidv2,test,Llama-3.3,850,Quality & Reliability,score_median,0.0057763807196682055,0.8664553899944575
naidv2,test,Llama-3.3,850,Quality & Reliability,accept,0.003920031676409817,0.9091427986421272
naidv2,test,Llama-3.3,850,Quality & Reliability,cites,-0.0807097408021151,0.01860007661113512
naidv2,test,Llama-3.3,850,Quality & Reliability,TNCSI,-0.05183643911061899,0.13102550435609334
naidv2,test,Llama-3.3,850,Quality & Reliability,TNCSI_SP,-0.040340522931450844,0.2400484333277497
naidv2,test,Llama-3.3,850,Accessibility & Understandability,score_mean,-0.08992059342801371,0.008714116726846594
naidv2,test,Llama-3.3,850,Accessibility & Understandability,score_weighted,-0.09025519266725845,0.008466641845862622
naidv2,test,Llama-3.3,850,Accessibility & Understandability,score_median,-0.0955464084687859,0.005304867111617404
naidv2,test,Llama-3.3,850,Accessibility & Understandability,accept,-0.08546267532691938,0.012683355962322231
naidv2,test,Llama-3.3,850,Accessibility & Understandability,cites,0.07188084122077186,0.0361447267097483
naidv2,test,Llama-3.3,850,Accessibility & Understandability,TNCSI,0.0423900119304942,0.2169768472056811
naidv2,test,Llama-3.3,850,Accessibility & Understandability,TNCSI_SP,0.03457904486522058,0.3139533668887823
naidv2,test,Llama-3.3,850,Novelty & Engagement,score_mean,0.08108917481343786,0.018051930629362802
naidv2,test,Llama-3.3,850,Novelty & Engagement,score_weighted,0.07981096604423772,0.01995683166606281
naidv2,test,Llama-3.3,850,Novelty & Engagement,score_median,0.06736612562805563,0.04960161058259187
naidv2,test,Llama-3.3,850,Novelty & Engagement,accept,0.1078956301367048,0.0016313492772906538
naidv2,test,Llama-3.3,850,Novelty & Engagement,cites,0.055172894439704266,0.1079644988850386
naidv2,test,Llama-3.3,850,Novelty & Engagement,TNCSI,0.05606239289308479,0.10239225038556883
naidv2,test,Llama-3.3,850,Novelty & Engagement,TNCSI_SP,0.0688913506425162,0.04464955771335674
