Dataset,Split,Model,n,Component,Target,rho,p
naidv1,train,Deepseek,1976,Quality & Reliability,TNCSI_SP,0.1517834250030592,1.1838345911852318e-11
naidv1,train,Deepseek,1976,Quality & Reliability,Ref_num,0.05701636893322863,0.011245928641782161
naidv1,train,Deepseek,1976,Quality & Reliability,RQM,0.07406396055879946,0.0009850925971996297
naidv1,train,Deepseek,1976,Quality & Reliability,SMP,-0.06652097478622725,0.003092293890561423
naidv1,train,Deepseek,1976,Quality & Reliability,ARQ,0.07173552582542894,0.0014183177476088866
naidv1,train,Deepseek,1976,Quality & Reliability,OA,0.1328296308463202,3.0829945437730234e-09
naidv1,train,Deepseek,1976,Quality & Reliability,is_practical,0.2250841154753832,4.0911695893826454e-24
naidv1,train,Deepseek,1976,Quality & Reliability,new_task,0.0328491431277935,0.14437603006768596
naidv1,train,Deepseek,1976,Quality & Reliability,new_dataset,0.06201533291462685,0.005822216096346478
naidv1,train,Deepseek,1976,Quality & Reliability,SOTA,0.19892792350451347,4.39505206218693e-19
naidv1,train,Deepseek,1976,Quality & Reliability,is_broad,-0.021272675912152053,0.3445944093507013
naidv1,train,Deepseek,1976,Accessibility & Understandability,cites,0.2692587943586227,3.6305582746777178e-34
naidv1,train,Deepseek,1976,Accessibility & Understandability,TNCSI,0.18817602758509688,3.3117405992752583e-17
naidv1,train,Deepseek,1976,Accessibility & Understandability,TNCSI_SP,0.19900192218788681,4.2624963574167424e-19
naidv1,train,Deepseek,1976,Accessibility & Understandability,Ref_num,0.14529382006914912,8.640386132363331e-11
naidv1,train,Deepseek,1976,Accessibility & Understandability,RQM,0.16985533962517113,2.939330522044545e-14
naidv1,train,Deepseek,1976,Accessibility & Understandability,SMP,-0.15012882006311093,1.981448056019203e-11
naidv1,train,Deepseek,1976,Accessibility & Understandability,ARQ,0.11257754271776498,5.245414480062578e-07
naidv1,train,Deepseek,1976,Accessibility & Understandability,OA,0.11823821844965453,1.3559003822558337e-07
naidv1,train,Deepseek,1976,Accessibility & Understandability,is_practical,0.08147829888618163,0.0002882590933637766
naidv1,train,Deepseek,1976,Accessibility & Understandability,new_task,0.06589934566611057,0.003381941371453945
naidv1,train,Deepseek,1976,Accessibility & Understandability,new_dataset,0.02382901907250895,0.28972144448781356
naidv1,train,Deepseek,1976,Accessibility & Understandability,SOTA,0.2282373278569562,9.120444104970478e-25
naidv1,train,Deepseek,1976,Accessibility & Understandability,is_broad,0.019893518763591207,0.3767831342674107
naidv1,train,Deepseek,1976,Novelty & Engagement,cites,0.13595961191425068,1.2944962847510597e-09
naidv1,train,Deepseek,1976,Novelty & Engagement,TNCSI,0.08718971556945253,0.0001041493431437767
naidv1,train,Deepseek,1976,Novelty & Engagement,TNCSI_SP,0.0944689772535375,2.5980630582580867e-05
naidv1,train,Deepseek,1976,Novelty & Engagement,Ref_num,0.28899780119052265,2.5495147615090747e-39
naidv1,train,Deepseek,1976,Novelty & Engagement,RQM,-0.013236880264995372,0.5564905672046869
naidv1,train,Deepseek,1976,Novelty & Engagement,SMP,0.02678297559160468,0.23403740384386348
naidv1,train,Deepseek,1976,Novelty & Engagement,ARQ,0.012555650460661417,0.576984123000216
naidv1,train,Deepseek,1976,Novelty & Engagement,OA,0.007735264135625992,0.7311191178202081
naidv1,train,Deepseek,1976,Novelty & Engagement,is_practical,-0.3000732894849016,2.1277885126124586e-42
naidv1,train,Deepseek,1976,Novelty & Engagement,new_task,0.0003115004951773522,0.9889591241836776
naidv1,train,Deepseek,1976,Novelty & Engagement,new_dataset,-0.1219735131758296,5.3616141188028e-08
naidv1,train,Deepseek,1976,Novelty & Engagement,SOTA,0.11662647769487179,2.0060616048379326e-07
naidv1,train,Deepseek,1976,Novelty & Engagement,is_broad,-0.02118853635136452,0.34650647402343915
naidv1,train,Llama-3.1,2000,Quality & Reliability,cites,-0.000901627411961353,0.9678565022607507
naidv1,train,Llama-3.1,2000,Quality & Reliability,TNCSI,0.017713074612762593,0.4285241621037832
naidv1,train,Llama-3.1,2000,Quality & Reliability,TNCSI_SP,0.02092439126448811,0.3496416528472125
naidv1,train,Llama-3.1,2000,Quality & Reliability,Ref_num,-0.020342075719719986,0.36321785084971236
naidv1,train,Llama-3.1,2000,Quality & Reliability,RQM,0.04824119734410547,0.030980801857995188
naidv1,train,Llama-3.1,2000,Quality & Reliability,SMP,-0.03800290293506166,0.08930171532922339
naidv1,train,Llama-3.1,2000,Quality & Reliability,ARQ,0.05038996644270925,0.024225714058329278
naidv1,train,Llama-3.1,2000,Quality & Reliability,OA,0.041741095105200444,0.061990332395402234
naidv1,train,Llama-3.1,2000,Quality & Reliability,is_practical,0.1890352650525085,1.520123398249408e-17
naidv1,train,Llama-3.1,2000,Quality & Reliability,new_task,0.019952975922033708,0.3724705886946793
naidv1,train,Llama-3.1,2000,Quality & Reliability,new_dataset,0.06894167174275434,0.002036147064205163
naidv1,train,Llama-3.1,2000,Quality & Reliability,SOTA,0.09381191447158739,2.6451697176712223e-05
naidv1,train,Llama-3.1,2000,Quality & Reliability,is_broad,-0.022060826373746692,0.3240873056031819
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,cites,0.08387300337241291,0.00017321157945774664
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,TNCSI,0.04720565284715243,0.034775924529952755
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,TNCSI_SP,0.03923917362865503,0.07936066239623434
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,Ref_num,0.11211466017150769,4.99147526114858e-07
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,RQM,0.07655577034121278,0.0006112626490103236
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,SMP,-0.0865371096609181,0.0001066648125999006
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,ARQ,0.051940753752866387,0.02018038943226954
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,OA,0.06961391670697807,0.0018390615614820723
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,is_practical,-0.047464280454003735,0.033792720784737926
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,new_task,-0.0068321851669928485,0.7600941515195039
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,new_dataset,-0.07096679665133303,0.0014944863865769542
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,SOTA,0.12612960309672774,1.5156975995632933e-08
naidv1,train,Llama-3.1,2000,Accessibility & Understandability,is_broad,0.00026279799608133536,0.9906287929420986
naidv1,train,Llama-3.1,2000,Novelty & Engagement,cites,0.11585780075026193,2.0407847547386235e-07
naidv1,train,Llama-3.1,2000,Novelty & Engagement,TNCSI,0.05613124536571597,0.01205003234277391
naidv1,train,Llama-3.1,2000,Novelty & Engagement,TNCSI_SP,0.0455808293918344,0.04152777475820441
naidv1,train,Llama-3.1,2000,Novelty & Engagement,Ref_num,0.17849320894856524,8.828868539211585e-16
naidv1,train,Llama-3.1,2000,Novelty & Engagement,RQM,0.060363306970914035,0.006927614704736589
naidv1,train,Llama-3.1,2000,Novelty & Engagement,SMP,-0.07560110868406392,0.000715124908369776
naidv1,train,Llama-3.1,2000,Novelty & Engagement,ARQ,0.02863695605149884,0.20049397675079772
naidv1,train,Llama-3.1,2000,Novelty & Engagement,OA,0.0350953751331739,0.11664444642034127
naidv1,train,Llama-3.1,2000,Novelty & Engagement,is_practical,-0.20152821758634218,8.991243629340045e-20
naidv1,train,Llama-3.1,2000,Novelty & Engagement,new_task,0.024678790220615324,0.2699633062064833
naidv1,train,Llama-3.1,2000,Novelty & Engagement,new_dataset,-0.10048507995150505,6.718417892899852e-06
naidv1,train,Llama-3.1,2000,Novelty & Engagement,SOTA,0.07609010936959446,0.0006600341828543158
naidv1,train,Llama-3.1,2000,Novelty & Engagement,is_broad,-0.0027132117433262184,0.9034828183299405
naidv1,train,Llama-3.3,1992,Quality & Reliability,cites,0.05368492724141805,0.016562410092211554
naidv1,train,Llama-3.3,1992,Quality & Reliability,TNCSI,0.031507369808135975,0.1598138847942307
naidv1,train,Llama-3.3,1992,Quality & Reliability,TNCSI_SP,0.0517604330616509,0.02087369258835793
naidv1,train,Llama-3.3,1992,Quality & Reliability,Ref_num,0.03722440984706341,0.09672826726699141
naidv1,train,Llama-3.3,1992,Quality & Reliability,RQM,0.004661995151478678,0.8352727818721472
naidv1,train,Llama-3.3,1992,Quality & Reliability,SMP,0.0035090654142877083,0.8756245929678989
naidv1,train,Llama-3.3,1992,Quality & Reliability,ARQ,0.0010585693602653714,0.9623408825760498
naidv1,train,Llama-3.3,1992,Quality & Reliability,OA,0.02484229112686839,0.2677616733189471
naidv1,train,Llama-3.3,1992,Quality & Reliability,is_practical,0.0063651444653011965,0.7764773723685284
naidv1,train,Llama-3.3,1992,Quality & Reliability,new_task,0.014320865095897814,0.522954393167915
naidv1,train,Llama-3.3,1992,Quality & Reliability,new_dataset,0.008121498331205788,0.7171609144294533
naidv1,train,Llama-3.3,1992,Quality & Reliability,SOTA,0.09793760290565441,1.192684520045584e-05
naidv1,train,Llama-3.3,1992,Quality & Reliability,is_broad,-0.01351214110404506,0.5466946298150337
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,cites,0.0161029078188719,0.4725737813105768
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,TNCSI,0.026992720087711822,0.2285132056324363
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,TNCSI_SP,0.04580446258510363,0.04094105004189934
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,Ref_num,-0.16368299102153047,1.9744938792606318e-13
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,RQM,0.10680402397498112,1.7745516717383873e-06
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,SMP,-0.07373738877183524,0.0009896497683523186
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,ARQ,0.09601960155203218,1.764641363207408e-05
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,OA,0.06862565388354892,0.002179765668913696
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,is_practical,0.41173546480706935,2.3234905608551363e-82
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,new_task,0.04794412977004316,0.0323772845502232
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,new_dataset,0.13371124552439032,2.0861749519026783e-09
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,SOTA,0.11301098082529372,4.2606418420086537e-07
naidv1,train,Llama-3.3,1992,Accessibility & Understandability,is_broad,-0.010785772292095734,0.6304450338152388
naidv1,train,Llama-3.3,1992,Novelty & Engagement,cites,0.26201145035725487,1.2548269729585665e-32
naidv1,train,Llama-3.3,1992,Novelty & Engagement,TNCSI,0.15418507145143165,4.559618888143636e-12
naidv1,train,Llama-3.3,1992,Novelty & Engagement,TNCSI_SP,0.16829616226653518,4.0109741250713483e-14
naidv1,train,Llama-3.3,1992,Novelty & Engagement,Ref_num,0.2988433568521935,2.2376455714375758e-42
naidv1,train,Llama-3.3,1992,Novelty & Engagement,RQM,0.119816772744461,8.157178629090757e-08
naidv1,train,Llama-3.3,1992,Novelty & Engagement,SMP,-0.11014592376315442,8.310600699994506e-07
naidv1,train,Llama-3.3,1992,Novelty & Engagement,ARQ,0.09069743708658748,5.0390455534072686e-05
naidv1,train,Llama-3.3,1992,Novelty & Engagement,OA,0.08956388775232657,6.256080423464504e-05
naidv1,train,Llama-3.3,1992,Novelty & Engagement,is_practical,-0.23436941442874284,2.924078152759401e-26
naidv1,train,Llama-3.3,1992,Novelty & Engagement,new_task,0.04123510517868813,0.06576449763501771
naidv1,train,Llama-3.3,1992,Novelty & Engagement,new_dataset,-0.0798769385587032,0.0003590049434831525
naidv1,train,Llama-3.3,1992,Novelty & Engagement,SOTA,0.11839570128690712,1.1608935058074114e-07
naidv1,train,Llama-3.3,1992,Novelty & Engagement,is_broad,0.003635753953025479,0.87117275335253
naidv1,test,GPT,1237,Quality & Reliability,cites,0.11957920387052307,2.480051334357515e-05
naidv1,test,GPT,1237,Quality & Reliability,TNCSI,0.07600397236386638,0.00748847737452047
naidv1,test,GPT,1237,Quality & Reliability,TNCSI_SP,0.12813919662314782,6.158380939587704e-06
naidv1,test,GPT,1237,Quality & Reliability,Ref_num,-0.03760352553073885,0.18627327365955046
naidv1,test,GPT,1237,Quality & Reliability,RQM,0.07586773275997272,0.007596534082810288
naidv1,test,GPT,1237,Quality & Reliability,SMP,-0.09592433305596086,0.0007297860555575692
naidv1,test,GPT,1237,Quality & Reliability,ARQ,0.03204103626651902,0.26013781162313454
naidv1,test,GPT,1237,Quality & Reliability,OA,0.19987775404504268,1.2981759865986934e-12
naidv1,test,GPT,1237,Quality & Reliability,is_practical,0.2511251154850446,3.033822438411807e-19
naidv1,test,GPT,1237,Quality & Reliability,new_task,0.011721467851083514,0.6804469972363653
naidv1,test,GPT,1237,Quality & Reliability,new_dataset,0.05425523376876252,0.056431626863335756
naidv1,test,GPT,1237,Quality & Reliability,SOTA,0.2905037267257326,1.7566329227737899e-25
naidv1,test,GPT,1237,Quality & Reliability,is_broad,-0.03099142243799999,0.27608364230521304
naidv1,test,GPT,1237,Accessibility & Understandability,cites,0.05219247560167961,0.06649723189774331
naidv1,test,GPT,1237,Accessibility & Understandability,TNCSI,0.055016798925057044,0.05305101337052847
naidv1,test,GPT,1237,Accessibility & Understandability,TNCSI_SP,0.0666277623378156,0.019098581872444818
naidv1,test,GPT,1237,Accessibility & Understandability,Ref_num,-0.05440232206259745,0.055765091483065736
naidv1,test,GPT,1237,Accessibility & Understandability,RQM,0.016147975674191316,0.5704401103256829
naidv1,test,GPT,1237,Accessibility & Understandability,SMP,-0.08548965744298816,0.0026191226290553445
naidv1,test,GPT,1237,Accessibility & Understandability,ARQ,-0.035249991707205025,0.21537902629186123
naidv1,test,GPT,1237,Accessibility & Understandability,OA,0.042588374769223315,0.13438256568492873
naidv1,test,GPT,1237,Accessibility & Understandability,is_practical,0.25646428227367135,4.968669504937915e-20
naidv1,test,GPT,1237,Accessibility & Understandability,new_task,0.1533899378838367,5.9088103861342665e-08
naidv1,test,GPT,1237,Accessibility & Understandability,new_dataset,0.3053877688806994,4.101396629641318e-28
naidv1,test,GPT,1237,Accessibility & Understandability,SOTA,-0.08582177666460035,0.002519729316584337
naidv1,test,GPT,1237,Accessibility & Understandability,is_broad,0.0962736554409782,0.000697660854227155
naidv1,test,GPT,1237,Novelty & Engagement,cites,0.2835845264423112,2.6054547311065747e-24
naidv1,test,GPT,1237,Novelty & Engagement,TNCSI,0.1755774114392471,5.056224920184903e-10
naidv1,test,GPT,1237,Novelty & Engagement,TNCSI_SP,0.2405248915151447,9.723379419752832e-18
naidv1,test,GPT,1237,Novelty & Engagement,Ref_num,0.36317725335601186,7.263548433221222e-40
naidv1,test,GPT,1237,Novelty & Engagement,RQM,0.09381002058437413,0.000955389448295374
naidv1,test,GPT,1237,Novelty & Engagement,SMP,-0.10129090236098275,0.0003596040372440549
naidv1,test,GPT,1237,Novelty & Engagement,ARQ,0.06462301841605615,0.02303008854114239
naidv1,test,GPT,1237,Novelty & Engagement,OA,0.20966764661737847,9.353704513536344e-14
naidv1,test,GPT,1237,Novelty & Engagement,is_practical,-0.10465445818833152,0.0002267252808148128
naidv1,test,GPT,1237,Novelty & Engagement,new_task,0.07798455338843896,0.006065808052669399
naidv1,test,GPT,1237,Novelty & Engagement,new_dataset,-0.044792190252679887,0.1153524459204744
naidv1,test,GPT,1237,Novelty & Engagement,SOTA,0.23923326156247116,1.4669705967715786e-17
naidv1,test,GPT,1237,Novelty & Engagement,is_broad,-0.007605193387028455,0.7893030242113588
naidv1,test,Deepseek,1226,Quality & Reliability,cites,0.20147732351388528,1.0751387094451988e-12
naidv1,test,Deepseek,1226,Quality & Reliability,TNCSI,0.13394212064725067,2.5222259376681355e-06
naidv1,test,Deepseek,1226,Quality & Reliability,TNCSI_SP,0.14953999549426147,1.4382151247154364e-07
naidv1,test,Deepseek,1226,Quality & Reliability,Ref_num,0.01139765870716221,0.6901240612850027
naidv1,test,Deepseek,1226,Quality & Reliability,RQM,0.10414248523665554,0.00025950646337072634
naidv1,test,Deepseek,1226,Quality & Reliability,SMP,-0.0836361167449679,0.003383002463176001
naidv1,test,Deepseek,1226,Quality & Reliability,ARQ,0.07673201459063737,0.007189442967018168
naidv1,test,Deepseek,1226,Quality & Reliability,OA,0.17949866887097776,2.450250923887283e-10
naidv1,test,Deepseek,1226,Quality & Reliability,is_practical,0.21692473684311525,1.59916504100895e-14
naidv1,test,Deepseek,1226,Quality & Reliability,new_task,-0.005025677032742009,0.8604572860821552
naidv1,test,Deepseek,1226,Quality & Reliability,new_dataset,-0.0177089028250213,0.5355997931142791
naidv1,test,Deepseek,1226,Quality & Reliability,SOTA,0.26486414044674755,3.96454553884265e-21
naidv1,test,Deepseek,1226,Quality & Reliability,is_broad,-0.021717647287311945,0.4474089564258166
naidv1,test,Deepseek,1226,Accessibility & Understandability,cites,0.16419184468981993,7.360672179268234e-09
naidv1,test,Deepseek,1226,Accessibility & Understandability,TNCSI,0.12853848277514177,6.336683943055017e-06
naidv1,test,Deepseek,1226,Accessibility & Understandability,TNCSI_SP,0.1975082914535503,3.0069563856634457e-12
naidv1,test,Deepseek,1226,Accessibility & Understandability,Ref_num,0.15217095281495002,8.606428418300591e-08
naidv1,test,Deepseek,1226,Accessibility & Understandability,RQM,0.14358392724536873,4.45198024295063e-07
naidv1,test,Deepseek,1226,Accessibility & Understandability,SMP,-0.1758708381896745,5.642873152187407e-10
naidv1,test,Deepseek,1226,Accessibility & Understandability,ARQ,0.06707758100988039,0.01882777664913487
naidv1,test,Deepseek,1226,Accessibility & Understandability,OA,0.1682211157312759,3.0962017875822185e-09
naidv1,test,Deepseek,1226,Accessibility & Understandability,is_practical,0.13514000452077987,2.0462377214888307e-06
naidv1,test,Deepseek,1226,Accessibility & Understandability,new_task,0.10355768663780279,0.000281158501394778
naidv1,test,Deepseek,1226,Accessibility & Understandability,new_dataset,0.1027171243271185,0.0003152563838599641
naidv1,test,Deepseek,1226,Accessibility & Understandability,SOTA,0.1585080629201338,2.409410772333655e-08
naidv1,test,Deepseek,1226,Accessibility & Understandability,is_broad,0.054192633885161594,0.05783127636405956
naidv1,test,Deepseek,1226,Novelty & Engagement,cites,0.1391835873043437,9.967825127231264e-07
naidv1,test,Deepseek,1226,Novelty & Engagement,TNCSI,0.1288694031330161,5.995340227127915e-06
naidv1,test,Deepseek,1226,Novelty & Engagement,TNCSI_SP,0.13738643931394778,1.3756985756909547e-06
naidv1,test,Deepseek,1226,Novelty & Engagement,Ref_num,0.2719200496295411,3.1782513865998794e-22
naidv1,test,Deepseek,1226,Novelty & Engagement,RQM,0.053806310528028166,0.05964184206501379
naidv1,test,Deepseek,1226,Novelty & Engagement,SMP,-0.01920298062257844,0.5017398907904571
naidv1,test,Deepseek,1226,Novelty & Engagement,ARQ,0.07112281847232498,0.012740951963120332
naidv1,test,Deepseek,1226,Novelty & Engagement,OA,0.040184631502655874,0.15967401343033974
naidv1,test,Deepseek,1226,Novelty & Engagement,is_practical,-0.21727559581561592,1.4478383732711527e-14
naidv1,test,Deepseek,1226,Novelty & Engagement,new_task,-0.004776094877617124,0.8673213407128795
naidv1,test,Deepseek,1226,Novelty & Engagement,new_dataset,-0.11740422909115902,3.7741089236092836e-05
naidv1,test,Deepseek,1226,Novelty & Engagement,SOTA,0.1587584395797469,2.2887896333821514e-08
naidv1,test,Deepseek,1226,Novelty & Engagement,is_broad,-0.06089059987096808,0.03301965642397603
naidv1,test,Llama-3.1,1237,Quality & Reliability,cites,0.043060570012750196,0.13011342788620772
naidv1,test,Llama-3.1,1237,Quality & Reliability,TNCSI,0.038701493073463065,0.17373369886074244
naidv1,test,Llama-3.1,1237,Quality & Reliability,TNCSI_SP,0.07258705524790758,0.010657024094894068
naidv1,test,Llama-3.1,1237,Quality & Reliability,Ref_num,-0.09495004871003312,0.0008267811648507578
naidv1,test,Llama-3.1,1237,Quality & Reliability,RQM,0.04719735956958133,0.09707039716585063
naidv1,test,Llama-3.1,1237,Quality & Reliability,SMP,0.01751604244323731,0.5382369061937837
naidv1,test,Llama-3.1,1237,Quality & Reliability,ARQ,0.06952966762424291,0.014448429369835047
naidv1,test,Llama-3.1,1237,Quality & Reliability,OA,0.05587036357974936,0.04946458694415675
naidv1,test,Llama-3.1,1237,Quality & Reliability,is_practical,0.12485709730617799,1.0619697892068355e-05
naidv1,test,Llama-3.1,1237,Quality & Reliability,new_task,-0.02273312942656407,0.42438200648700397
naidv1,test,Llama-3.1,1237,Quality & Reliability,new_dataset,-0.02880853641915904,0.3113415244654931
naidv1,test,Llama-3.1,1237,Quality & Reliability,SOTA,0.12316053939642573,1.4000812082675211e-05
naidv1,test,Llama-3.1,1237,Quality & Reliability,is_broad,-0.0005706494578775058,0.9840034630471477
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,cites,0.08893441232404957,0.0017423789403131454
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,TNCSI,0.05171612020945548,0.06902040814451861
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,TNCSI_SP,0.0801961856871132,0.004768411606048417
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,Ref_num,0.0823879224547309,0.00373558447068913
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,RQM,0.0668049872482146,0.018781032450624128
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,SMP,-0.022520130153952822,0.42873666020344026
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,ARQ,0.05694911622954097,0.04522471356956342
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,OA,0.06660178281774608,0.019145523464257894
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,is_practical,0.00024731859877325814,0.9930667486520276
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,new_task,-0.04054948098303753,0.15406743024615535
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,new_dataset,-0.05568928864497214,0.050207941765492425
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,SOTA,0.10418644929439241,0.00024195189542103584
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,is_broad,-0.02454830213342143,0.38833228226269767
naidv1,test,Llama-3.1,1237,Novelty & Engagement,cites,0.11488936773801683,5.1194067288255905e-05
naidv1,test,Llama-3.1,1237,Novelty & Engagement,TNCSI,0.09022401281324866,0.001490421912016416
naidv1,test,Llama-3.1,1237,Novelty & Engagement,TNCSI_SP,0.1014883118909867,0.0003501315155361123
naidv1,test,Llama-3.1,1237,Novelty & Engagement,Ref_num,0.23682164812768342,3.1410791625070876e-17
naidv1,test,Llama-3.1,1237,Novelty & Engagement,RQM,0.028351251264235582,0.3190877210499054
naidv1,test,Llama-3.1,1237,Novelty & Engagement,SMP,-0.08173197841980254,0.004021074810358237
naidv1,test,Llama-3.1,1237,Novelty & Engagement,ARQ,0.005486172149031047,0.8471464632156644
naidv1,test,Llama-3.1,1237,Novelty & Engagement,OA,0.06640504793865577,0.019504278864827515
naidv1,test,Llama-3.1,1237,Novelty & Engagement,is_practical,-0.1467811636797839,2.156311560643838e-07
naidv1,test,Llama-3.1,1237,Novelty & Engagement,new_task,0.004671496434394479,0.8696240492539921
naidv1,test,Llama-3.1,1237,Novelty & Engagement,new_dataset,-0.048262246384292024,0.08975250965473534
naidv1,test,Llama-3.1,1237,Novelty & Engagement,SOTA,0.08279362043379619,0.003568350827749228
naidv1,test,Llama-3.1,1237,Novelty & Engagement,is_broad,0.026384755843318126,0.35382177983589846
naidv1,test,Llama-3.3,1237,Quality & Reliability,cites,0.0012788786447248078,0.96415991637468
naidv1,test,Llama-3.3,1237,Quality & Reliability,TNCSI,0.03172412285990617,0.2648838187463947
