Component,Target,rho,p,n
Quality & Reliability,cites,0.1766011446158419,4.348466446245993e-24,3237
Quality & Reliability,TNCSI,0.1392132878827326,1.7740303953470439e-15,3237
Quality & Reliability,TNCSI_SP,0.17382439933239036,2.2401203525717145e-23,3237
Quality & Reliability,Ref_num,0.03409792915763158,0.05240349614561117,3237
Quality & Reliability,RQM,0.07190290195321468,4.228793978204876e-05,3237
Quality & Reliability,SMP,-0.07690956110563547,1.1838506502824504e-05,3237
Quality & Reliability,ARQ,0.05114348702375744,0.0036076878390878682,3237
Quality & Reliability,OA,0.16769254019604235,7.600113347016096e-22,3237
Quality & Reliability,is_practical,0.22409181334808886,3.9938493291353667e-38,3237
Quality & Reliability,new_task,0.03920972840103783,0.02569308262469471,3237
Quality & Reliability,new_dataset,0.07700865832980816,1.1534700926805046e-05,3237
Quality & Reliability,SOTA,0.23683030928283316,1.665608072799634e-42,3237
Quality & Reliability,is_broad,-0.01553221838571316,0.3770137415205457,3237
Accessibility & Understandability,cites,0.09760698427710161,2.629654156940234e-08,3237
Accessibility & Understandability,TNCSI,0.09433983884106364,7.55883798720211e-08,3237
Accessibility & Understandability,TNCSI_SP,0.09223542814191549,1.4651718515042384e-07,3237
Accessibility & Understandability,Ref_num,-0.035383800418795484,0.04411448683245189,3237
Accessibility & Understandability,RQM,0.07765759454991016,9.721579155689166e-06,3237
Accessibility & Understandability,SMP,-0.14688301029253326,4.4945277226054506e-17,3237
Accessibility & Understandability,ARQ,0.0026045393421544835,0.8822422692778585,3237
Accessibility & Understandability,OA,0.03478147355138158,0.04784824258874174,3237
Accessibility & Understandability,is_practical,0.1433975443849535,2.4482678740149096e-16,3237
Accessibility & Understandability,new_task,0.1185866929474467,1.3036260196225655e-11,3237
Accessibility & Understandability,new_dataset,0.269476186687835,5.702709325038839e-55,3237
Accessibility & Understandability,SOTA,-0.1673878229236179,9.0238230424461e-22,3237
Accessibility & Understandability,is_broad,0.10875795798674513,5.512841109830045e-10,3237
Novelty & Engagement,cites,0.2631752388156991,2.0134087782556543e-52,3237
Novelty & Engagement,TNCSI,0.17875173345572998,1.1990461032225316e-24,3237
Novelty & Engagement,TNCSI_SP,0.2141194071275947,7.008473419361578e-35,3237
Novelty & Engagement,Ref_num,0.3614833276279212,1.6558979325241062e-100,3237
Novelty & Engagement,RQM,0.10181209750673662,6.420648074365618e-09,3237
Novelty & Engagement,SMP,-0.10756533386929228,8.498000516202376e-10,3237
Novelty & Engagement,ARQ,0.0688722413198258,8.79611364616731e-05,3237
Novelty & Engagement,OA,0.10841786980673279,6.239862697760119e-10,3237
Novelty & Engagement,is_practical,-0.20077225705093105,8.676364374957255e-31,3237
Novelty & Engagement,new_task,0.07816298151341498,8.501495853182523e-06,3237
Novelty & Engagement,new_dataset,-0.019403842435789475,0.26974406811444496,3237
Novelty & Engagement,SOTA,0.14553470552726394,8.701475836763074e-17,3237
Novelty & Engagement,is_broad,0.029808154401993633,0.08995295075230077,3237
