Readability,Target,rho,p
n_sentences,cites,0.11124525466239495,7.822344746136362e-07
n_sentences,TNCSI,0.1201914904230077,9.305286538728451e-08
n_sentences,TNCSI_SP,0.10045100048810778,8.277910304768748e-06
n_sentences,Ref_num,0.10720667595407818,1.9420933650543337e-06
n_sentences,RQM,0.05609009517713527,0.012960460171920136
n_sentences,SMP,0.037913943574808665,0.09316931728328827
n_sentences,ARQ,0.08354955724015756,0.00021147093830371766
n_sentences,OA,0.055795642132274226,0.01344388689291429
n_sentences,is_practical,0.05014543054645242,0.026341000702441532
n_sentences,new_task,0.04484848979404288,0.047002967511915204
n_sentences,new_dataset,0.03042486317921515,0.177946045053343
n_sentences,SOTA,0.09128108733489569,5.140924056263945e-05
n_sentences,is_broad,-0.03791642009800331,0.09314792774756356
n_words,cites,0.12368576583010843,3.880186788992225e-08
n_words,TNCSI,0.13076343058124348,6.122294936582669e-09
n_words,TNCSI_SP,0.12171282628404505,6.377318297072016e-08
n_words,Ref_num,0.19494963262906423,2.948497892888081e-18
n_words,RQM,0.0544669586611842,0.01582882550597721
n_words,SMP,0.026428369083927084,0.24196519025647856
n_words,ARQ,0.07620859832536374,0.000729137440523384
n_words,OA,0.001489851251651838,0.947417512991678
n_words,is_practical,-0.029312759666186645,0.19434075903854978
n_words,new_task,0.037448599186474155,0.09725887322629626
n_words,new_dataset,-0.008580988175256925,0.7040529927802142
n_words,SOTA,0.0721053438589842,0.001393504269372483
n_words,is_broad,-0.024289470992612455,0.2822125925572549
n_characters,cites,0.1352741280495848,1.7905871120397706e-09
n_characters,TNCSI,0.13424950471214708,2.3759851938127592e-09
n_characters,TNCSI_SP,0.1283567761283791,1.1601090135925632e-08
n_characters,Ref_num,0.22675281629252125,2.692243375036758e-24
n_characters,RQM,0.05429173786615345,0.016169588384714297
n_characters,SMP,0.01103268403897416,0.6252734042234476
n_characters,ARQ,0.06863310484098702,0.0023523323223435125
n_characters,OA,0.010202834324526486,0.6515190724579738
n_characters,is_practical,-0.056504159853858066,0.012306668252660479
n_characters,new_task,0.03650787827865473,0.10596348076408683
n_characters,new_dataset,-0.026751314245707352,0.23625789959080004
n_characters,SOTA,0.06267215659318014,0.005486471843445137
n_characters,is_broad,-0.008638399208951916,0.7021672173199113
n_syllables,cites,0.12704971326586462,1.6335732807437527e-08
n_syllables,TNCSI,0.12849743441196904,1.117929259833473e-08
n_syllables,TNCSI_SP,0.12429726083909025,3.3211370387556707e-08
n_syllables,Ref_num,0.21695990606086651,2.4778247664124226e-22
n_syllables,RQM,0.04214750342498434,0.0619657228722453
n_syllables,SMP,0.02704372407858786,0.23117289929743198
n_syllables,ARQ,0.06153102147978102,0.006404283854017159
n_syllables,OA,0.0038039457513558434,0.8662788445484297
n_syllables,is_practical,-0.05816561135322559,0.00996749801951125
n_syllables,new_task,0.032158700260438725,0.15447164692362078
n_syllables,new_dataset,-0.026817165785609224,0.23510590323692118
n_syllables,SOTA,0.05341774105244466,0.01796726289562225
n_syllables,is_broad,-0.009891248314026335,0.6614884338607092
n_polysyllables,cites,0.10651839093056743,2.26043316949305e-06
n_polysyllables,TNCSI,0.09826220332125206,1.2991176532590366e-05
n_polysyllables,TNCSI_SP,0.107243665747024,1.926264583677313e-06
n_polysyllables,Ref_num,0.19718411474642075,1.1938236723057155e-18
n_polysyllables,RQM,-0.0010005777564531266,0.9646717864951277
n_polysyllables,SMP,0.04082863886646611,0.0705933871545955
n_polysyllables,ARQ,0.015186698139370682,0.5013947645454064
n_polysyllables,OA,0.012997469321623066,0.5650387849188153
n_polysyllables,is_practical,-0.0722974768214143,0.0013528246219351992
n_polysyllables,new_task,0.04165434434029611,0.06508383394815358
n_polysyllables,new_dataset,-0.011736220919088452,0.603386825928147
n_polysyllables,SOTA,0.026519603903776477,0.240343095534986
n_polysyllables,is_broad,0.013588183327064936,0.5474899911908855
ARI,cites,0.013794522134703007,0.5414242352031738
ARI,TNCSI,-0.004976812153681538,0.8256327472893623
ARI,TNCSI_SP,0.004391052169922794,0.8458812386720526
ARI,Ref_num,0.11572138233509024,2.749924006009822e-07
ARI,RQM,-0.01230614841453154,0.5859133963561243
ARI,SMP,-0.0466495044429113,0.038816865575967655
ARI,ARQ,-0.04099771140563981,0.06943514954156138
ARI,OA,-0.03724854675951299,0.0990604906029818
ARI,is_practical,-0.12548464347762917,2.4499784058809023e-08
ARI,new_task,-0.03017121994973386,0.18159157552048036
ARI,new_dataset,-0.07695374191421085,0.0006460354682982594
ARI,SOTA,-0.0344813931868893,0.12680685647938467
ARI,is_broad,0.040380606305210606,0.0737393945926408
SMOG,cites,-0.01596637853933541,0.47968045305311735
SMOG,TNCSI,-0.028635722442997356,0.20484946280954944
SMOG,TNCSI_SP,-0.006890433485314759,0.760353046615079
SMOG,Ref_num,0.06912794553164682,0.0021861827606232146
SMOG,RQM,-0.05068910067034098,0.02475149072437085
SMOG,SMP,0.005327469432206488,0.8135655832194713
SMOG,ARQ,-0.06223087282413195,0.005826310917669857
SMOG,OA,-0.04335623323814273,0.05484270167680936
SMOG,is_practical,-0.11269400996363647,5.601032755182178e-07
SMOG,new_task,-0.013587268105843101,0.5475169706465848
SMOG,new_dataset,-0.04104852459057482,0.0690901151683753
SMOG,SOTA,-0.05033681533991073,0.025771681138563415
SMOG,is_broad,0.044877245442608266,0.04686166979237908
Flesch_Kincaid_Grade,cites,-0.007440061855898528,0.7418925713617354
Flesch_Kincaid_Grade,TNCSI,-0.02254400705533203,0.3182477054703473
Flesch_Kincaid_Grade,TNCSI_SP,-0.00736327034117989,0.7444631570318659
Flesch_Kincaid_Grade,Ref_num,0.09914171669526116,1.085138748726968e-05
Flesch_Kincaid_Grade,RQM,-0.0404099863902385,0.07352964156277646
Flesch_Kincaid_Grade,SMP,-0.010986838792672217,0.6267114290864574
Flesch_Kincaid_Grade,ARQ,-0.05753836708015555,0.010799539450048594
Flesch_Kincaid_Grade,OA,-0.05026916864413482,0.02597168539874587
